contest_id,candidate_name,candidate_party,sheet_number,election_year,election_month,candidate_id
212112016,MIKE CHEOKAS (I) ,REP,212,2016,11,2fd94aba423567a3e278321b0161790f14569a56f83a09aebdc415b10f809abf
212112016,BILL MCGOWAN ,DEM,212,2016,11,155d0966342a331f1076d65194837df8b37d02dfc464a446e30873855b628182
213112016,PATTY J. BENTLEY (I) ,DEM,213,2016,11,a6bd7d5e9dd08d7b58965f944a71bc6209f8a2b12dc949e5daa400ccc782bcb6
214112016,ROBERT DICKEY (I) ,REP,214,2016,11,1f75e92e6610a18594ddbf341149413fb745bad627a2fd61a7c997e332730232
215112016,ALLEN PEAKE (I) ,REP,215,2016,11,9b274111dee14dabf8115358c5af33ff0f0cdcd1c155521d6f92495becbcd063
216112016,MIRIAM PARIS ,DEM,216,2016,11,ce3e8620638c39a651995492889eb6b3e9f89cc08f3f439e8866740313643a46
217112016,JAMES BEVERLY (I) ,DEM,217,2016,11,47197eea5fee5c4cf4bbf2dd31d6860d122860d278a5cebe0b6c221a0f2fa9ca
218112016,JAMES BUBBER EPPS (I) ,REP,218,2016,11,e0be3b97744d48e768f018be2ed01a269f506b92f78857ae8db5cc2b80bf4a9b
218112016,JOYCE DENSON ,DEM,218,2016,11,0c47f9b9d27e4d5470e49e84b98204dafd21babac2afb277674d98cc2a564855
219112016,RICKY A WILLIAMS ,REP,219,2016,11,54ea80fa12f2fc3955fc86eebd2a7b4dea8568619e263d3434e10c20f173c18d
219112016,FLOYD GRIFFIN ,DEM,219,2016,11,ee7303e7b8f3d839fa7ea29f0cdfcd9bc68d0d1efb485a278b7321e4092d5fc2
220112016,SHAW BLACKMON (I) ,REP,220,2016,11,1cabcee148871e08bbebc3595c6505ab8fda41c8544e09bc54d680f6f874490b
221112016,HEATH CLARK (I) ,REP,221,2016,11,aafcfdf5a3982d9968c23e8bf0a4c408a99ebf43829442afedc1beb9b922329e
222112016,BUDDY HARDEN (I) ,REP,222,2016,11,86eb1078cf7cac51d2a61c026004e6416ac1a981d245cf4590b47038c50644e4
223112016,JIMMY PRUETT (I) ,REP,223,2016,11,f254364c6ab058b0c08b330b5754a5115a4e2bae9c9f4780ad34f1c084f8063a
224112016,MATT HATCHETT (I) ,REP,224,2016,11,643b8fbd4484a433d29774a838fdfda4f2fba1f60d8b559dcee904c6aa111483
225112016,GERALD GREENE (I) ,REP,225,2016,11,9003a2d95b442110712f8edea3a6d0301382fa0bb08f4231b3d68e45778a117b
225112016,KENNETH ZACHARY JR ,IND,225,2016,11,fe04ea2a7b5e29a2e1f2e6d317573b3f3077a6e25cb58ab77de1f20addc7148f
226112016,ED RYNDERS (I) ,REP,226,2016,11,db930aa2f07459da163a808093eff7109d694fc5061a7664cdbb0373476ecaa5
227112016,DARREL EALUM (I) ,DEM,227,2016,11,f2f27f32f68e5de92c36576c77c46125a0adf954099ec3115ee622e64488bf09
228112016,WINFRED DUKES (I) ,DEM,228,2016,11,b96733876db97c0dd8e0a9ce4320f6c42625346c8c7885a09987ae7c84e1bb9d
229112016,CLAY PIRKLE (I) ,REP,229,2016,11,8358292caa51fed90387156f12ca3ebc82e9a05d7b24da4b5c2df77d02c82fed
230112016,GREG MORRIS (I) ,REP,230,2016,11,d15925a57cfd71fe558b1aca05e260b851676edd61910422ecb29907ca105494
231112016,"WILLIAM ""BILL"" WERKHEISER (I) ",REP,231,2016,11,3c35534e260b3cd7181d15d22d65b0f5d85254785baffa857a27c2f8a6546d17
232112016,BUTCH PARRISH (I) ,REP,232,2016,11,762051a5af35f2890371cb6162b0e0ca1808c4f08b710cecfe66178e0fb80638
233112016,JON G. BURNS (I) ,REP,233,2016,11,a932fa9670574436132a739609a99ea61724d1c567d501b7539597bb458a3081
234112016,JAN TANKERSLEY (I) ,REP,234,2016,11,e976bc39f54f942fbd98db36cef98348854f80f3af1d382c3346e3f71312e12d
234112016,JAMES WOODALL ,DEM,234,2016,11,8f6d2621d7a873c533e1c960269db9f48b36105caf6a0089c01d15a612750d3a
235112016,BILL HITCHENS (I) ,REP,235,2016,11,32716b4edafff3375e50582338877060e380c236fe4b6178641fed276d47680f
236112016,CARL GILLIARD ,DEM,236,2016,11,7e06bdcfb0cfbb26587dc8b255a67880764613fc88b0d84dc702552c5ec25757
237112016,J. CRAIG GORDON (I) ,DEM,237,2016,11,9c2718bfa863c70d826dd8c4b354e32ef3eadb1308d7c74108b0f7ca8028224d
238112016,RON STEPHENS (I) ,REP,238,2016,11,679ccbe931fcb5bd1905950a51796f5b6eb2755cef21447e3689e805732c9f5d
239112016,MICKEY STEPHENS (I) ,DEM,239,2016,11,e58f65dadceca25d1a1651abcd81530462f89f1b9440592d63746a4f769713ea
240112016,JESSE PETREA (I) ,REP,240,2016,11,14927e7fd10812a0d374198ac3d251f879bcceac871458cf4645de8b953d504a
241112016,JEFF JONES (I) ,REP,241,2016,11,0efa2f581b74b8f53ab0078979a582ce1c89427848a48d6f84443d706a49896e
242112016,AL WILLIAMS (I) ,DEM,242,2016,11,edde11880e9555d088a628dc2daca9a5bc4b62e3011aaba093ff9a02186f0fdb
243112016,DOMINIC LARICCIA (I) ,REP,243,2016,11,9611dfd74eea17872f008a30aa1e3f7116c724631d1e5caa476ea5ef4b532c90
244112016,PENNY HOUSTON (I) ,REP,244,2016,11,bd768917018a1b595ac70595e374e0962d358d69a17323fbfc226f242e757535
245112016,JAY POWELL (I) ,REP,245,2016,11,84fdad204a20f49b2a8140795b77e48839090a809b4d0ce1093e1297dd1b35c9
246112016,SAM WATSON (I) ,REP,246,2016,11,bb0f3fa7a351c70b5a232117edb839d7e043c90d4cccacbab56cd4862746a9ba
247112016,DARLENE TAYLOR (I) ,REP,247,2016,11,ade25771698ba256c5799f798a24d7b71e1a45311aeac2a7ee64ea007c2f2301
247112016,"TOMMY ""TC"" HILL ",DEM,247,2016,11,e4ee1ce1d82f3c2cda9b177f1d338a8578582975f58759c1bdb937a51875fb40
248112016,JOHN CORBETT (I) ,REP,248,2016,11,315681be098801f1b25307f4f32e8795e2bd4258ad2a964b2b14ddb3d6cea8c8
249112016,AMY A. CARTER (I) ,REP,249,2016,11,477b625c77291c9fc8fd4a97f6c872924b9185db44b8985bb06d03149ebf673b
250112016,JASON SHAW (I) ,REP,250,2016,11,1a34d05bc3539b7dde1f1eaf5749a0455ef24167d2faff52401812ae4a03b195
251112016,DEIDRA A WHITE ,REP,251,2016,11,99ecc72dd0dafeeb8a0cc0aec3bf78ebcba5f32ffd09a5f862ee32c5c22a84c7
251112016,DEXTER SHARPER (I) ,DEM,251,2016,11,198f1bb27bad66f77c52eb032e4553c1a1b10ba29ffdc043f460d2559c156ac0
252112016,CHAD NIMMER (I) ,REP,252,2016,11,3cac74b424718298d3fbb869ebd573a16c7eab8899b17f55659bb4b4583eeb47
253112016,DON HOGAN ,REP,253,2016,11,4581e77deb0b86d45302ad55db448bc81d10d104e43015debdb216787fbd0a3c
254112016,JASON SPENCER (I) ,REP,254,2016,11,c55012e574cb16d329f9b3805efa6234455cc583bd8b5ec5285c3d63fbabdf1d
255112016,DICK PERRYMAN (I) ,REP,255,2016,11,4acadfc1e5cdccb1ae87d4880eee41b98b850426984b754348631db8a529a541
256112016,LAYLA ZON (I) ,REP,256,2016,11,98940f43b8e7bb1d4f4f792b46c41b7ef586c5fad73fa489305f8d9239712f7d
257112016,B ALISON SOSEBEE (I) ,REP,257,2016,11,2b2547778c2ced47bc8fecad4b8ca115a36e2d84d64dd60b223cc998635e306b
258112016,PAUL HOWARD JR. (I) ,DEM,258,2016,11,895f2f3c740ab955ca181197191ae00bdde64073260cc560b75715445c260175
259112016,ASHLEY WRIGHT (I) ,REP,259,2016,11,18abbed2d2edb686c83061574871f5f2d1e5e5d2fc8aab8031e9aaa73db86d21
260112016,SHANNON WALLACE (I) ,REP,260,2016,11,43f374865456e6967f2dc033e874424c51240d6ca390d2fed898a930eb90b797
261112016,JACKIE JOHNSON (I) ,REP,261,2016,11,1dd13e8c6602c5440c6eab96995d433750a3846a9231ed4a872a491eae7d811a
262112016,JULIA  SLATER (I) ,DEM,262,2016,11,57dd280c0e6907efad66861399627844e77da6a809dc8b17c04870b9c4709c62
263112016,ROSEMARY M GREENE (I) ,REP,263,2016,11,b10e9d1846825be9f5e7dce7a7c4354368059057b7eff484fe914f750cc1dc09
264112016,TRACY GRAHAM-LAWSON (I) ,DEM,264,2016,11,1f7d522dc7a08aa67d2748be7d45a7380b7e83a2822adba9b731b627bf495d6a
265112016,VIC REYNOLDS (I) ,REP,265,2016,11,fef7dcdc28a556257922f7230aab410261f54623f272aadf4bb43a5491e5e5e9
266112016,BERT POSTON (I) ,REP,266,2016,11,3dd1db5383e28168fb0a660086987859d5f226114ae64ba977351711d731cea4
267112016,BRADFORD L RIGBY,,267,2016,11,4d54ddde9d7147d0ef89fe775f85584929319cce25b607738b52e25a8aafe1a4
268112016,PETE SKANDALAKIS (I) ,REP,268,2016,11,d6a054236c6e8f8a7d48de21e7b3bdea4c19d369f823c9f3056cad1c4d249432
269112016,GREGORY EDWARDS (I) ,DEM,269,2016,11,33ef145da4fdb3ce4f9e61114ecd0a956f190faa4190af4eb7f5771145672801
270112016,CRAIG FRASER (I) ,REP,270,2016,11,efe36efb1d3c317e7e8b1e8a5e7dae87a5d5ed3e4a9fab83696341c565e2ccdc
271112016,MEG DALY HEAP (I) ,REP,271,2016,11,203a0982e1af58f7c36e1c58886e701cdd3f608058410f0053b421c6bf57ee3e
272112016,DARIUS PATTILLO ,DEM,272,2016,11,d42bc9afc75df1b441769d14c024db303f847a19d11e6cf9c78d39110cdd8e31
273112016,BEN COKER ,REP,273,2016,11,01ad3cea16e2292907e7405ca12f02ece0052feb6cbec05a6bd03d7b4473d542
274112016,"DANIEL J ""DANNY"" PORTER (I) ",REP,274,2016,11,e4224165981c101ca271f2ceccd2f977c52d415fac7d6088402d34168bfc8384
275112016,GEORGE HARTWIG (I) ,REP,275,2016,11,2cd7e12784126d9c5a76a1bf558ffbb159a59bc96d3ab76ac227c2e29debfe23
276112016,HERBERT (BUZZ) FRANKLIN (I) ,REP,276,2016,11,5c9d243b777bd027aab172fae1722b310fd1da21b5012ef63e04c20b234ba2f5
277112016,DAVID COOKE (I) ,DEM,277,2016,11,6636d027fb87486cff0434451c4de4c610ef9e1f2a50d9a9a259cb2dfaf5d8c3
278112016,HAYWARD ALTMAN (I) ,REP,278,2016,11,a579297352a8a8cafc1bc91406ac4cdb39da53a1bad088cdc4df981070b10733
279112016,GEORGE R. CHRISTIAN (I) ,REP,279,2016,11,e40f2c316b2a73c7a1cbdd94ee721be65cb94eaf2d11ad1275832daac043d922
280112016,PARKS WHITE (I) ,REP,280,2016,11,c7ec6f44ec3c16d92cbda617388afb0452c9eb9cabddff100b93cf3b7176b52a
281112016,STEPHEN BRADLEY (I) ,REP,281,2016,11,d468c97b2041f58115875406390992f33bf079d4c811f006f52a11bc48341449
282112016,TIMOTHY G. VAUGHN (I) ,DEM,282,2016,11,8acef249c62a4e5f85501ad4ec76764d2a9f23ba38c41638b9e6f5d6678d3719
283112016,RICHARD A MALLARD (I) ,REP,283,2016,11,d2ae4e4122d0d87ce53ab8fcd9b9fcf865fbe181609a10dbbdbe7c244d961f75
284112016,T.CRAIG EARNEST (I) ,DEM,284,2016,11,d4ec4371a9a09ca434e604c126c8e692b8e858694921a4baf7e5e3d26b015a60
285112016,BRAD SMITH (I) ,REP,285,2016,11,a51c9d982484bbbf017dfb879a70ddb3dd4f5658ec2cd4d8ffc8c9296d7b2a93
286112016,LEIGH E PATTERSON (I) ,REP,286,2016,11,855687623b913bdca5dcc190270c5c3cdc172ed0c60b74f638d445cf3c162e9f
286112016,W. JEREMY SALTER ,DEM,286,2016,11,bb8ff70f2e9ba51b9ede130d3ea3251bfcd76b6e2d37c9ffda2cc1378f99f7e4
287112016,JOE MULHOLLAND (I) ,DEM,287,2016,11,58d60d58495b16c48cdc59e88a64ca9c5b9b926b0f8bcda16da4a82a25dd43cc
288112016,BRAD SHEALY ,REP,288,2016,11,f7a909307363e9956b4933480e3841ac1995ad2c61b5157526403161cd71081f
289112016,PLEZ H. HARDIN (I) ,REP,289,2016,11,4abd4fdb43c4367a780838e25e9bfcaa5d5b6e97a4373f4d96e2c83af4c2708c
290112016,SHERRY BOSTON ,DEM,290,2016,11,3f53560a4f65c89729ed4381453f440f11091381dc98657a5429bc9f9824e726
291112016,JACK BROWNING (I) ,REP,291,2016,11,343e023ec6fe80c60e8e046e9ba15930b660152d14802d6f7b1c04e78f3fe571
292112016,PAUL BOWDEN (I) ,REP,292,2016,11,98c2bcf2d878241e9013cd4b72debaf3e9e0d67e217bab9501171e8a7151d242
293112016,"DURWOOD R. ""WOODY"" DAVIS ",REP,293,2016,11,03fad1d6eb8cf071d7bebe3c1e39dd542dd47c525b396019b6533d5ea6dc69a9
293112016,BILL DOUPE ,DEM,293,2016,11,071753766aed849b01c29196f8cc31a935a88896454a36e11f6d0db984ce0c05
294112016,KEN MAULDIN (I) ,DEM,294,2016,11,60aa34d5909eec907f2bd237ef5d182ed83f01b718ec079cd3792c9048a325ed
295112016,PENNY A PENN (I) ,REP,295,2016,11,03bee023cc3c4b88c302539b04555bc66d0508cf0103a2d6918c2d889adc7b5e
296112016,JONATHAN ADAMS ,REP,296,2016,11,f6d5ccb36956b12451a3fb225e97ba7b76ed2b3b04adcbb0a18e572a4e4e3646
297112016,YES,,297,2016,11,753f3a2fc0adc5d8f44cbdeaa035186e724837b9dd316ab579db54009b27d330
297112016,NO,,297,2016,11,753f3a2fc0adc5d8f44cbdeaa035186e724837b9dd316ab579db54009b27d330
298112016,YES,,298,2016,11,186862441683631ae85b3917dffdf15b71a4ef0756cd474aee2f5d30c955b567
298112016,NO,,298,2016,11,186862441683631ae85b3917dffdf15b71a4ef0756cd474aee2f5d30c955b567
299112016,YES,,299,2016,11,ccde43e47963c305c0c247b2dc2461e27ea8a1a5786dc4804b4c7c08e667f3d0
299112016,NO,,299,2016,11,ccde43e47963c305c0c247b2dc2461e27ea8a1a5786dc4804b4c7c08e667f3d0
300112016,YES,,300,2016,11,20fee98b212dc7fb47e030ce14720a4bcb956216440b469e27e2ec4d6e13b4e4
300112016,NO,,300,2016,11,20fee98b212dc7fb47e030ce14720a4bcb956216440b469e27e2ec4d6e13b4e4
