county_name,candidate_id,election_day,absentee_by_mail,advance_in_person,provisional,total_votes,result_id
Forsyth,a6e3fdf94df46d59d0de937c1803e143de213dfe5a24612030ecb372541db436,7818,916,17640,12,26386,Forsytha6e3fdf94df46d59d0de937c1803e143de213dfe5a24612030ecb372541db436
Hall,354c27c6ed2fdce81edbdbdc186de86a372ed65a792463859c02b78f871dea10,9369,752,8604,4,18729,Hall354c27c6ed2fdce81edbdbdc186de86a372ed65a792463859c02b78f871dea10
White,354c27c6ed2fdce81edbdbdc186de86a372ed65a792463859c02b78f871dea10,366,27,347,0,740,White354c27c6ed2fdce81edbdbdc186de86a372ed65a792463859c02b78f871dea10
Banks,426fc9755cddab5d06ff0997bb45cf1a93fb4fc36000c8b6ec4afe725ad49753,3158,188,2888,1,6235,Banks426fc9755cddab5d06ff0997bb45cf1a93fb4fc36000c8b6ec4afe725ad49753
Habersham,426fc9755cddab5d06ff0997bb45cf1a93fb4fc36000c8b6ec4afe725ad49753,588,171,2461,2,3222,Habersham426fc9755cddab5d06ff0997bb45cf1a93fb4fc36000c8b6ec4afe725ad49753
Stephens,426fc9755cddab5d06ff0997bb45cf1a93fb4fc36000c8b6ec4afe725ad49753,1763,543,6159,3,8468,Stephens426fc9755cddab5d06ff0997bb45cf1a93fb4fc36000c8b6ec4afe725ad49753
Hall,9833741c68c020cbcc1f623a84cf1d1b601d5821878cf9cc49b9d393f5e8e0d0,5149,815,6760,9,12733,Hall9833741c68c020cbcc1f623a84cf1d1b601d5821878cf9cc49b9d393f5e8e0d0
Hall,6f639916040354e81f2a43b8c6afba88a02668862d13db8a574582bc0054cfcd,7138,631,7338,8,15115,Hall6f639916040354e81f2a43b8c6afba88a02668862d13db8a574582bc0054cfcd
Hall,9d0352ee858cc363fd1a7cf2d9ddb38b498c3d4e9bb1cf697c490c865cd1b2b5,2625,239,2433,5,5302,Hall9d0352ee858cc363fd1a7cf2d9ddb38b498c3d4e9bb1cf697c490c865cd1b2b5
Jackson,53197f131e9d866e6c74fc593b8ee8bbbbf3b8090a83299d424632b8b854e53a,7526,598,13651,35,21810,Jackson53197f131e9d866e6c74fc593b8ee8bbbbf3b8090a83299d424632b8b854e53a
Franklin,0d46f7102977cec719551ff002aa94abae3ebb3104fe511b085442b7fbd8e2a5,3693,343,3591,0,7627,Franklin0d46f7102977cec719551ff002aa94abae3ebb3104fe511b085442b7fbd8e2a5
Hart,0d46f7102977cec719551ff002aa94abae3ebb3104fe511b085442b7fbd8e2a5,3653,403,4554,1,8611,Hart0d46f7102977cec719551ff002aa94abae3ebb3104fe511b085442b7fbd8e2a5
Madison,0d46f7102977cec719551ff002aa94abae3ebb3104fe511b085442b7fbd8e2a5,1250,96,1199,0,2545,Madison0d46f7102977cec719551ff002aa94abae3ebb3104fe511b085442b7fbd8e2a5
Columbia,593733bd62f814b4d6313145568a705f15c545f124e639ff22bb0d48cd6a1ccd,357,17,230,0,604,Columbia593733bd62f814b4d6313145568a705f15c545f124e639ff22bb0d48cd6a1ccd
Elbert,593733bd62f814b4d6313145568a705f15c545f124e639ff22bb0d48cd6a1ccd,2510,400,3831,45,6786,Elbert593733bd62f814b4d6313145568a705f15c545f124e639ff22bb0d48cd6a1ccd
Lincoln,593733bd62f814b4d6313145568a705f15c545f124e639ff22bb0d48cd6a1ccd,1295,219,1682,1,3197,Lincoln593733bd62f814b4d6313145568a705f15c545f124e639ff22bb0d48cd6a1ccd
Madison,593733bd62f814b4d6313145568a705f15c545f124e639ff22bb0d48cd6a1ccd,3247,307,3985,3,7542,Madison593733bd62f814b4d6313145568a705f15c545f124e639ff22bb0d48cd6a1ccd
Wilkes,593733bd62f814b4d6313145568a705f15c545f124e639ff22bb0d48cd6a1ccd,494,35,530,2,1061,Wilkes593733bd62f814b4d6313145568a705f15c545f124e639ff22bb0d48cd6a1ccd
Cobb,e49110b3a06ff8aece62928b6b45172b965d978be0149316820a013d2ac410ef,7930,1116,6827,13,15886,Cobbe49110b3a06ff8aece62928b6b45172b965d978be0149316820a013d2ac410ef
Cobb,488e4a653158cfb4a9150be082eeca0e594c99bf51339fbca9ad8e7cd7b17ef6,4255,522,4258,15,9050,Cobb488e4a653158cfb4a9150be082eeca0e594c99bf51339fbca9ad8e7cd7b17ef6
Cobb,37277c2a95af180a317240782ceabe835c93c11a4f790425a2cbeaf0b90e69da,11207,1106,6567,21,18901,Cobb37277c2a95af180a317240782ceabe835c93c11a4f790425a2cbeaf0b90e69da
Cobb,f9ce4817c834d3152f5e2f8ce8c92715368949bbd2fee1affce466202d8a45ed,12820,1757,12213,17,26807,Cobbf9ce4817c834d3152f5e2f8ce8c92715368949bbd2fee1affce466202d8a45ed
Cobb,1f5922205951e2d43f3fbff8729b05a0f1477333c27d05c3ba784869dec06f11,6881,996,6079,9,13965,Cobb1f5922205951e2d43f3fbff8729b05a0f1477333c27d05c3ba784869dec06f11
Cobb,8959c6230d2ac49812c4412a1fb93e477bc833403461cdd0143d64823a72ed58,4639,557,5349,22,10567,Cobb8959c6230d2ac49812c4412a1fb93e477bc833403461cdd0143d64823a72ed58
Cobb,aa087756092c0e51e6915129139e306514272ecdb5d1895521ea7201a75b93c0,8438,985,10096,28,19547,Cobbaa087756092c0e51e6915129139e306514272ecdb5d1895521ea7201a75b93c0
Cobb,fe7af4644c0dbd1cdca1674b636584aa06a67022fc0b9a46748b5020cd6cde2e,7647,716,9710,24,18097,Cobbfe7af4644c0dbd1cdca1674b636584aa06a67022fc0b9a46748b5020cd6cde2e
Cobb,26f2dd90e465a7137e6822ea591ded429cb0d497dc84b540d8c45c065d6670a2,7697,1487,5458,14,14656,Cobb26f2dd90e465a7137e6822ea591ded429cb0d497dc84b540d8c45c065d6670a2
Fulton,26f2dd90e465a7137e6822ea591ded429cb0d497dc84b540d8c45c065d6670a2,422,74,711,0,1207,Fulton26f2dd90e465a7137e6822ea591ded429cb0d497dc84b540d8c45c065d6670a2
Cobb,f3a33ddedd6c56e88bbd4779ac3a64a0666320fc2f3b260aaa7da9197a68c49f,5726,999,6329,27,13081,Cobbf3a33ddedd6c56e88bbd4779ac3a64a0666320fc2f3b260aaa7da9197a68c49f
Fulton,f3a33ddedd6c56e88bbd4779ac3a64a0666320fc2f3b260aaa7da9197a68c49f,199,42,459,0,700,Fultonf3a33ddedd6c56e88bbd4779ac3a64a0666320fc2f3b260aaa7da9197a68c49f
Cobb,19c8bfd2cdadba83fbc5df9a7b7bc6ea767772a93ee0c610e671d90354c1c95f,6619,703,6503,18,13843,Cobb19c8bfd2cdadba83fbc5df9a7b7bc6ea767772a93ee0c610e671d90354c1c95f
Cobb,7973df20ba389cf3e7675feebc0c7db70f6bb7e2a6c242fe5f91b0bcbf00a751,2172,304,1668,13,4157,Cobb7973df20ba389cf3e7675feebc0c7db70f6bb7e2a6c242fe5f91b0bcbf00a751
Cobb,1f277a7ead7d769f36fdab91e74102b3c6877bd560ba612f6f4491ee71d275a6,5536,593,5212,43,11384,Cobb1f277a7ead7d769f36fdab91e74102b3c6877bd560ba612f6f4491ee71d275a6
Cobb,4532962fe527a52e5391b1a256ddaf7f1e029e45b195469f5fee81304dad766d,11984,1760,7115,30,20889,Cobb4532962fe527a52e5391b1a256ddaf7f1e029e45b195469f5fee81304dad766d
Cobb,08309d759aa10429e6c640c7c701544a4fa8cb786a150538e56518ba8db4eb92,11991,1680,8064,24,21759,Cobb08309d759aa10429e6c640c7c701544a4fa8cb786a150538e56518ba8db4eb92
Cobb,3edefc0fa24e90be1ac5a4257604363d0e1d0e8695e774343d9a167eaa7a5ab7,13760,2043,6768,22,22593,Cobb3edefc0fa24e90be1ac5a4257604363d0e1d0e8695e774343d9a167eaa7a5ab7
Fulton,3edefc0fa24e90be1ac5a4257604363d0e1d0e8695e774343d9a167eaa7a5ab7,751,124,1436,3,2314,Fulton3edefc0fa24e90be1ac5a4257604363d0e1d0e8695e774343d9a167eaa7a5ab7
Cherokee,938712dc149ed2ce65f40aa9ac146b2690f01ebc5a5f6710aa8273022c676948,3499,506,3877,1,7883,Cherokee938712dc149ed2ce65f40aa9ac146b2690f01ebc5a5f6710aa8273022c676948
Cobb,938712dc149ed2ce65f40aa9ac146b2690f01ebc5a5f6710aa8273022c676948,9842,1276,5722,13,16853,Cobb938712dc149ed2ce65f40aa9ac146b2690f01ebc5a5f6710aa8273022c676948
Fulton,f3210e11a5a6364292e44eec2ec141d5d0880cde231552e6cea3264fae17f983,7324,1417,14851,30,23622,Fultonf3210e11a5a6364292e44eec2ec141d5d0880cde231552e6cea3264fae17f983
Fulton,da28370f393aa62fe1d3dfbc95e88358569dfe5cd53f8f8f6d24ffc5e3bc247b,6254,1097,10512,23,17886,Fultonda28370f393aa62fe1d3dfbc95e88358569dfe5cd53f8f8f6d24ffc5e3bc247b
Fulton,b747a817ec87419dc18be89db29736440b236a279ba33b4d05aa2c4d80664126,5918,1152,13511,18,20599,Fultonb747a817ec87419dc18be89db29736440b236a279ba33b4d05aa2c4d80664126
Fulton,e82c05217f2ff28481d198f9dcbb3024578d579ccef44bef79ee1873209d418e,5250,1099,11430,23,17802,Fultone82c05217f2ff28481d198f9dcbb3024578d579ccef44bef79ee1873209d418e
Fulton,98e17713c7214f674fea84623501ef59ed6b82908408386dce00cecc8ea6859f,6005,1033,12162,10,19210,Fulton98e17713c7214f674fea84623501ef59ed6b82908408386dce00cecc8ea6859f
Fulton,5d9e3a260744ab58b6fba4599479904b34f6c58ec6ffe964d23afb566cb5b02e,6635,1220,13359,49,21263,Fulton5d9e3a260744ab58b6fba4599479904b34f6c58ec6ffe964d23afb566cb5b02e
Cobb,6261f828a51bb2cdb09193c3f727fb4c6e3dc8aba4b401b74add9d6cd690323b,2096,311,2287,9,4703,Cobb6261f828a51bb2cdb09193c3f727fb4c6e3dc8aba4b401b74add9d6cd690323b
Fulton,6261f828a51bb2cdb09193c3f727fb4c6e3dc8aba4b401b74add9d6cd690323b,6027,832,9029,26,15914,Fulton6261f828a51bb2cdb09193c3f727fb4c6e3dc8aba4b401b74add9d6cd690323b
Fulton,4428db6cc668d52a447a511ab8cedffba625fc54d2e4c29f64121807ecf39a0c,7019,1175,9407,19,17620,Fulton4428db6cc668d52a447a511ab8cedffba625fc54d2e4c29f64121807ecf39a0c
Fulton,928be26d0c1f4da0882a11a4c1b397653a2f1463e75fa94539b2b2efc6214a87,3671,838,6947,16,11472,Fulton928be26d0c1f4da0882a11a4c1b397653a2f1463e75fa94539b2b2efc6214a87
Fulton,9d10810ce120da0dfa907cee19598a8af7dae66ddbd20106bcd9a61bfaacefdc,8026,954,14098,33,23111,Fulton9d10810ce120da0dfa907cee19598a8af7dae66ddbd20106bcd9a61bfaacefdc
Fulton,b0c623176cd857d00ccdcc1ddc028f565c394eee623053512ee65fbe782d7af7,8587,681,7334,81,16683,Fultonb0c623176cd857d00ccdcc1ddc028f565c394eee623053512ee65fbe782d7af7
Fulton,9048c9674fe4708f9d19d812fcf19959069c15b53996f011b34b44d22be78c29,11110,1053,11522,147,23832,Fulton9048c9674fe4708f9d19d812fcf19959069c15b53996f011b34b44d22be78c29
Fulton,3e0107a037bf4da548d67b5a5c911aca63c203620d3e6f403ca0bb425e5d8116,11459,800,10981,47,23287,Fulton3e0107a037bf4da548d67b5a5c911aca63c203620d3e6f403ca0bb425e5d8116
Fulton,a665f7478219c93604fef838367955c84afc185cc9b7e60a5e4194fdc72c214d,10035,681,9513,47,20276,Fultona665f7478219c93604fef838367955c84afc185cc9b7e60a5e4194fdc72c214d
Clayton,a1171df81ee0f0e2fabddfc5504b39e1071dc12710e8974013da90231bc9874b,275,35,234,0,544,Claytona1171df81ee0f0e2fabddfc5504b39e1071dc12710e8974013da90231bc9874b
Fulton,a1171df81ee0f0e2fabddfc5504b39e1071dc12710e8974013da90231bc9874b,396,49,454,0,899,Fultona1171df81ee0f0e2fabddfc5504b39e1071dc12710e8974013da90231bc9874b
Clayton,c8fb8f835aabdb176c74d2cfa07d19df9c04bf308c27da02dab67cd67cc4da16,1837,96,1705,4,3642,Claytonc8fb8f835aabdb176c74d2cfa07d19df9c04bf308c27da02dab67cd67cc4da16
Fulton,c8fb8f835aabdb176c74d2cfa07d19df9c04bf308c27da02dab67cd67cc4da16,5148,345,6664,25,12182,Fultonc8fb8f835aabdb176c74d2cfa07d19df9c04bf308c27da02dab67cd67cc4da16
Cobb,0cd014bc7b1196acb3bf366ba24b383230a7b0e4526ef805e8ff8c885bd95761,1063,70,916,3,2052,Cobb0cd014bc7b1196acb3bf366ba24b383230a7b0e4526ef805e8ff8c885bd95761
Douglas,0cd014bc7b1196acb3bf366ba24b383230a7b0e4526ef805e8ff8c885bd95761,2728,273,3999,4,7004,Douglas0cd014bc7b1196acb3bf366ba24b383230a7b0e4526ef805e8ff8c885bd95761
Fulton,0cd014bc7b1196acb3bf366ba24b383230a7b0e4526ef805e8ff8c885bd95761,2756,393,8254,14,11417,Fulton0cd014bc7b1196acb3bf366ba24b383230a7b0e4526ef805e8ff8c885bd95761
Douglas,cd167459c5f318a7a420ccbf6bba0d2b4a688b74da67c641a2ee18ea1cfe90c8,2226,209,4506,4,6945,Douglascd167459c5f318a7a420ccbf6bba0d2b4a688b74da67c641a2ee18ea1cfe90c8
Fulton,cd167459c5f318a7a420ccbf6bba0d2b4a688b74da67c641a2ee18ea1cfe90c8,3809,400,12399,9,16617,Fultoncd167459c5f318a7a420ccbf6bba0d2b4a688b74da67c641a2ee18ea1cfe90c8
Clayton,1b0b1fef9f49356a44042b308cbdf60c3b97acb30d2141cf818c02441d37f0d6,923,87,2041,0,3051,Clayton1b0b1fef9f49356a44042b308cbdf60c3b97acb30d2141cf818c02441d37f0d6
Fayette,1b0b1fef9f49356a44042b308cbdf60c3b97acb30d2141cf818c02441d37f0d6,2832,410,6141,8,9391,Fayette1b0b1fef9f49356a44042b308cbdf60c3b97acb30d2141cf818c02441d37f0d6
Fulton,1b0b1fef9f49356a44042b308cbdf60c3b97acb30d2141cf818c02441d37f0d6,3370,193,5218,29,8810,Fulton1b0b1fef9f49356a44042b308cbdf60c3b97acb30d2141cf818c02441d37f0d6
Fayette,c6f80a56f4ba08ea3ccd8bf648da776b489df03badf28919031e1a562163da45,2410,334,5715,3,8462,Fayettec6f80a56f4ba08ea3ccd8bf648da776b489df03badf28919031e1a562163da45
Fulton,c6f80a56f4ba08ea3ccd8bf648da776b489df03badf28919031e1a562163da45,4116,324,8338,11,12789,Fultonc6f80a56f4ba08ea3ccd8bf648da776b489df03badf28919031e1a562163da45
Douglas,29968d05151e3c225aacb9f5e7fd4dfe1f63fe85d6a12db0f6cee5cf32f00e97,349,70,996,0,1415,Douglas29968d05151e3c225aacb9f5e7fd4dfe1f63fe85d6a12db0f6cee5cf32f00e97
Fulton,29968d05151e3c225aacb9f5e7fd4dfe1f63fe85d6a12db0f6cee5cf32f00e97,1012,104,1656,3,2775,Fulton29968d05151e3c225aacb9f5e7fd4dfe1f63fe85d6a12db0f6cee5cf32f00e97
Douglas,198ff672ae1845568389d88ba7da48e932f3c87d575b704b781abfaf5ad6c307,666,83,1546,0,2295,Douglas198ff672ae1845568389d88ba7da48e932f3c87d575b704b781abfaf5ad6c307
Fulton,198ff672ae1845568389d88ba7da48e932f3c87d575b704b781abfaf5ad6c307,4570,407,11809,28,16814,Fulton198ff672ae1845568389d88ba7da48e932f3c87d575b704b781abfaf5ad6c307
Douglas,a7cd87fac00410ba06e2df9ae0d48fa07552dd86ae89fe3cee991b482952d382,1978,378,4048,1,6405,Douglasa7cd87fac00410ba06e2df9ae0d48fa07552dd86ae89fe3cee991b482952d382
Paulding,a7cd87fac00410ba06e2df9ae0d48fa07552dd86ae89fe3cee991b482952d382,785,165,2500,0,3450,Pauldinga7cd87fac00410ba06e2df9ae0d48fa07552dd86ae89fe3cee991b482952d382
Douglas,535b3fd52ad2f733709bd09844492364336c7e5e57c01f7b0abfc68f1c98de09,4108,415,7076,9,11608,Douglas535b3fd52ad2f733709bd09844492364336c7e5e57c01f7b0abfc68f1c98de09
Paulding,535b3fd52ad2f733709bd09844492364336c7e5e57c01f7b0abfc68f1c98de09,775,103,1543,1,2422,Paulding535b3fd52ad2f733709bd09844492364336c7e5e57c01f7b0abfc68f1c98de09
Douglas,5cbc5524d3d7ccd1a3f5c5cae965416ee149473a54a15465fa1b6127617b3fb0,4119,475,6909,4,11507,Douglas5cbc5524d3d7ccd1a3f5c5cae965416ee149473a54a15465fa1b6127617b3fb0
Paulding,5cbc5524d3d7ccd1a3f5c5cae965416ee149473a54a15465fa1b6127617b3fb0,2373,315,4840,2,7530,Paulding5cbc5524d3d7ccd1a3f5c5cae965416ee149473a54a15465fa1b6127617b3fb0
Carroll,ffd56634f427666f92f8a155b15a1f57357e7db837ed25bffdc823d747b7114b,6684,588,9533,19,16824,Carrollffd56634f427666f92f8a155b15a1f57357e7db837ed25bffdc823d747b7114b
Douglas,ffd56634f427666f92f8a155b15a1f57357e7db837ed25bffdc823d747b7114b,704,97,1875,0,2676,Douglasffd56634f427666f92f8a155b15a1f57357e7db837ed25bffdc823d747b7114b
Carroll,709a256ecfa305748a681b9ce187fe412f892d4bbf94aadf6aa484df5ee44f4f,5257,284,4967,10,10518,Carroll709a256ecfa305748a681b9ce187fe412f892d4bbf94aadf6aa484df5ee44f4f
Heard,709a256ecfa305748a681b9ce187fe412f892d4bbf94aadf6aa484df5ee44f4f,1956,213,1394,2,3565,Heard709a256ecfa305748a681b9ce187fe412f892d4bbf94aadf6aa484df5ee44f4f
Troup,709a256ecfa305748a681b9ce187fe412f892d4bbf94aadf6aa484df5ee44f4f,2059,188,2850,32,5129,Troup709a256ecfa305748a681b9ce187fe412f892d4bbf94aadf6aa484df5ee44f4f
Carroll,3417add97d196071b87d2fa524497f01c37c53a34f6a5bd7c6c066ed1f77545a,622,31,428,0,1081,Carroll3417add97d196071b87d2fa524497f01c37c53a34f6a5bd7c6c066ed1f77545a
Coweta,3417add97d196071b87d2fa524497f01c37c53a34f6a5bd7c6c066ed1f77545a,9234,936,9421,10,19601,Coweta3417add97d196071b87d2fa524497f01c37c53a34f6a5bd7c6c066ed1f77545a
Coweta,61b38ab3bd3439db2596b1504ac6bb1ef06b7136b60076ba1d0e0724a9272ea0,7638,878,10615,1,19132,Coweta61b38ab3bd3439db2596b1504ac6bb1ef06b7136b60076ba1d0e0724a9272ea0
Fayette,61b38ab3bd3439db2596b1504ac6bb1ef06b7136b60076ba1d0e0724a9272ea0,420,47,762,0,1229,Fayette61b38ab3bd3439db2596b1504ac6bb1ef06b7136b60076ba1d0e0724a9272ea0
Coweta,ecb3e194102752b771a4da84ab3283711c695ff673ab1971ddd944de0ffabb33,2360,329,3471,1,6161,Cowetaecb3e194102752b771a4da84ab3283711c695ff673ab1971ddd944de0ffabb33
Fayette,ecb3e194102752b771a4da84ab3283711c695ff673ab1971ddd944de0ffabb33,240,30,502,0,772,Fayetteecb3e194102752b771a4da84ab3283711c695ff673ab1971ddd944de0ffabb33
Coweta,10adc5c151ec198d6c466a02bf4ac5c01b27c4e5e11fd81735f5b3a16b905cdd,2610,195,2582,1,5388,Coweta10adc5c151ec198d6c466a02bf4ac5c01b27c4e5e11fd81735f5b3a16b905cdd
Fayette,10adc5c151ec198d6c466a02bf4ac5c01b27c4e5e11fd81735f5b3a16b905cdd,6867,992,13549,5,21413,Fayette10adc5c151ec198d6c466a02bf4ac5c01b27c4e5e11fd81735f5b3a16b905cdd
Fayette,3128a052c9b1ce4293fe3914c74eb9568f8aa7c0bc5404b04423dad646d4ed8b,1780,196,2700,0,4676,Fayette3128a052c9b1ce4293fe3914c74eb9568f8aa7c0bc5404b04423dad646d4ed8b
Henry,3128a052c9b1ce4293fe3914c74eb9568f8aa7c0bc5404b04423dad646d4ed8b,892,145,2802,1,3840,Henry3128a052c9b1ce4293fe3914c74eb9568f8aa7c0bc5404b04423dad646d4ed8b
Spalding,3128a052c9b1ce4293fe3914c74eb9568f8aa7c0bc5404b04423dad646d4ed8b,2959,265,3920,1,7145,Spalding3128a052c9b1ce4293fe3914c74eb9568f8aa7c0bc5404b04423dad646d4ed8b
Fayette,1c83bbf4afd28655585df9f55cc90bfdec3d9e0bd0b582124123914203266966,522,85,1085,0,1692,Fayette1c83bbf4afd28655585df9f55cc90bfdec3d9e0bd0b582124123914203266966
Henry,1c83bbf4afd28655585df9f55cc90bfdec3d9e0bd0b582124123914203266966,1084,215,2566,3,3868,Henry1c83bbf4afd28655585df9f55cc90bfdec3d9e0bd0b582124123914203266966
Spalding,1c83bbf4afd28655585df9f55cc90bfdec3d9e0bd0b582124123914203266966,1306,121,1619,4,3050,Spalding1c83bbf4afd28655585df9f55cc90bfdec3d9e0bd0b582124123914203266966
Clayton,e0f1312b51f7a2adb9007d696528e10c73fa0bd3ce566572d33dcd7fefffca04,6091,448,8437,19,14995,Claytone0f1312b51f7a2adb9007d696528e10c73fa0bd3ce566572d33dcd7fefffca04
Clayton,6f8fa19d3dbbd2fb3b768f26d072ac1989d9e3c1bfa6ce8ef961ad845596dcf1,6518,557,10975,13,18063,Clayton6f8fa19d3dbbd2fb3b768f26d072ac1989d9e3c1bfa6ce8ef961ad845596dcf1
Clayton,f1277d1345538b1c42a6abfd8a68340ee6118a6a388884a9b392043b841d6225,4027,343,8165,9,12544,Claytonf1277d1345538b1c42a6abfd8a68340ee6118a6a388884a9b392043b841d6225
Henry,f1277d1345538b1c42a6abfd8a68340ee6118a6a388884a9b392043b841d6225,1512,212,5464,2,7190,Henryf1277d1345538b1c42a6abfd8a68340ee6118a6a388884a9b392043b841d6225
Clayton,279abaa2d2eb6a2f2233464308b9572006684e873f2abbc4568b3f878e53c36f,6405,428,9000,15,15848,Clayton279abaa2d2eb6a2f2233464308b9572006684e873f2abbc4568b3f878e53c36f
Clayton,042f9b0fa0bdcff8fb823dd93ac751a6b368f186851020c3213376eb724e86d2,4292,467,9561,25,14345,Clayton042f9b0fa0bdcff8fb823dd93ac751a6b368f186851020c3213376eb724e86d2
Henry,042f9b0fa0bdcff8fb823dd93ac751a6b368f186851020c3213376eb724e86d2,1444,142,3355,8,4949,Henry042f9b0fa0bdcff8fb823dd93ac751a6b368f186851020c3213376eb724e86d2
DeKalb,a32fc9cbbce8c2c2510a73de6fbbc2876cd92ef34c83a4cc7c09312554d53e92,7726,1274,9100,8,18108,DeKalba32fc9cbbce8c2c2510a73de6fbbc2876cd92ef34c83a4cc7c09312554d53e92
DeKalb,f4ed95fb485640b2683297c30fbc22afadf1fdd5128128fcf399f8b43c9fffd7,4040,553,4261,6,8860,DeKalbf4ed95fb485640b2683297c30fbc22afadf1fdd5128128fcf399f8b43c9fffd7
Fulton,f4ed95fb485640b2683297c30fbc22afadf1fdd5128128fcf399f8b43c9fffd7,1249,275,2001,1,3526,Fultonf4ed95fb485640b2683297c30fbc22afadf1fdd5128128fcf399f8b43c9fffd7
DeKalb,046204667cd46420649f6e551eecf19a7f78e9392dbf35e7c58193927df39ed0,3368,629,4986,10,8993,DeKalb046204667cd46420649f6e551eecf19a7f78e9392dbf35e7c58193927df39ed0
Fulton,046204667cd46420649f6e551eecf19a7f78e9392dbf35e7c58193927df39ed0,894,224,1988,1,3107,Fulton046204667cd46420649f6e551eecf19a7f78e9392dbf35e7c58193927df39ed0
DeKalb,99ac74d4d397a0dd4bcfe3cc0d6b5ab4df6f11ed4c60459645d210a7331c166f,2836,415,3359,0,6610,DeKalb99ac74d4d397a0dd4bcfe3cc0d6b5ab4df6f11ed4c60459645d210a7331c166f
Gwinnett,99ac74d4d397a0dd4bcfe3cc0d6b5ab4df6f11ed4c60459645d210a7331c166f,165,21,116,0,302,Gwinnett99ac74d4d397a0dd4bcfe3cc0d6b5ab4df6f11ed4c60459645d210a7331c166f
DeKalb,c2b41ae1d9fd77ea0b212435361a9ffdd17c54f3e1b276c493fc1784c819821e,3467,482,5286,7,9242,DeKalbc2b41ae1d9fd77ea0b212435361a9ffdd17c54f3e1b276c493fc1784c819821e
Gwinnett,c2b41ae1d9fd77ea0b212435361a9ffdd17c54f3e1b276c493fc1784c819821e,370,34,275,0,679,Gwinnettc2b41ae1d9fd77ea0b212435361a9ffdd17c54f3e1b276c493fc1784c819821e
DeKalb,96c46de81c4123ca28dee9ec15136a03509fd0cfd39cfead8c36afeaa2715c03,8084,1112,8974,15,18185,DeKalb96c46de81c4123ca28dee9ec15136a03509fd0cfd39cfead8c36afeaa2715c03
DeKalb,b5637af3472b2eee5aeebb5d1b646c60112ed85327247ace4d481765d85aba05,9058,1138,13917,9,24122,DeKalbb5637af3472b2eee5aeebb5d1b646c60112ed85327247ace4d481765d85aba05
DeKalb,9ef879f90494307b8b6bcb7388e480349303605a1f82030c8d322109ae80c44e,9061,1278,14932,16,25287,DeKalb9ef879f90494307b8b6bcb7388e480349303605a1f82030c8d322109ae80c44e
DeKalb,d29b293986b293410ab2440b1c95bbe8b5a0f9c6e75ab0d390facfd4e6bfce4a,7219,747,9944,17,17927,DeKalbd29b293986b293410ab2440b1c95bbe8b5a0f9c6e75ab0d390facfd4e6bfce4a
DeKalb,2a3446e31dc48f64cfd885e926fa4ceb526ae8e5884087998096a93f6e510b18,7494,827,10795,8,19124,DeKalb2a3446e31dc48f64cfd885e926fa4ceb526ae8e5884087998096a93f6e510b18
DeKalb,dea30ea7be33d59fc48f21c7ab60f29b1e098544eb6b101216fa5b86040b47f9,7726,740,13110,19,21595,DeKalbdea30ea7be33d59fc48f21c7ab60f29b1e098544eb6b101216fa5b86040b47f9
DeKalb,aba120547dc2a4e959b6e73cb8d3f1b2cae1928005017ef3d162a475d5069498,6576,894,11522,11,19003,DeKalbaba120547dc2a4e959b6e73cb8d3f1b2cae1928005017ef3d162a475d5069498
DeKalb,1a123873efe754481812d1e6b8164e44d853306fcf1800af8a33d305558a0ff1,9985,1048,14986,20,26039,DeKalb1a123873efe754481812d1e6b8164e44d853306fcf1800af8a33d305558a0ff1
DeKalb,fffa525bce63bda49aec05b4bec550be2a7bfb01893789efd36f7e8ff85b4454,4631,527,9901,6,15065,DeKalbfffa525bce63bda49aec05b4bec550be2a7bfb01893789efd36f7e8ff85b4454
Henry,fffa525bce63bda49aec05b4bec550be2a7bfb01893789efd36f7e8ff85b4454,1536,170,4265,3,5974,Henryfffa525bce63bda49aec05b4bec550be2a7bfb01893789efd36f7e8ff85b4454
Rockdale,fffa525bce63bda49aec05b4bec550be2a7bfb01893789efd36f7e8ff85b4454,567,57,1261,0,1885,Rockdalefffa525bce63bda49aec05b4bec550be2a7bfb01893789efd36f7e8ff85b4454
DeKalb,b61f9866995154f394e942c15e1c2235ef98c0e2834c9e62fb1325c0eaae9e2d,181,39,365,0,585,DeKalbb61f9866995154f394e942c15e1c2235ef98c0e2834c9e62fb1325c0eaae9e2d
Rockdale,b61f9866995154f394e942c15e1c2235ef98c0e2834c9e62fb1325c0eaae9e2d,1383,321,4679,5,6388,Rockdaleb61f9866995154f394e942c15e1c2235ef98c0e2834c9e62fb1325c0eaae9e2d
DeKalb,79882862b913ba38b1de8d7594176b9903ef253169a46c3dfb6b294932c6001b,2848,276,5373,2,8499,DeKalb79882862b913ba38b1de8d7594176b9903ef253169a46c3dfb6b294932c6001b
Rockdale,79882862b913ba38b1de8d7594176b9903ef253169a46c3dfb6b294932c6001b,2329,319,7004,10,9662,Rockdale79882862b913ba38b1de8d7594176b9903ef253169a46c3dfb6b294932c6001b
DeKalb,6e051cdaf0d5f111292634aaba7fad7c6b616079ce62f9f0288ae5b60eb21ee3,3259,303,5257,4,8823,DeKalb6e051cdaf0d5f111292634aaba7fad7c6b616079ce62f9f0288ae5b60eb21ee3
