census_id,county_fips_code,year,aggrp,race,gender,population
10306,173,2016,60-64,other,male,2
10307,173,2016,60-64,other,female,7
10308,173,2016,65+,white,male,499
10309,173,2016,65+,white,female,580
10310,173,2016,65+,black,male,126
10311,173,2016,65+,black,female,133
10312,173,2016,65+,asia-pi,male,6
10313,173,2016,65+,asia-pi,female,7
10314,173,2016,65+,hisp-lt,male,16
10315,173,2016,65+,hisp-lt,female,5
10316,173,2016,65+,native-am,male,0
10317,173,2016,65+,native-am,female,2
10318,173,2016,65+,other,male,2
10319,173,2016,65+,other,female,3
10320,175,2016,18-24,white,male,1071
10321,175,2016,18-24,white,female,993
10322,175,2016,18-24,black,male,862
10323,175,2016,18-24,black,female,926
10324,175,2016,18-24,asia-pi,male,21
10325,175,2016,18-24,asia-pi,female,17
10326,175,2016,18-24,hisp-lt,male,63
10327,175,2016,18-24,hisp-lt,female,62
10328,175,2016,18-24,native-am,male,3
10329,175,2016,18-24,native-am,female,5
10330,175,2016,18-24,other,male,29
10331,175,2016,18-24,other,female,30
10332,175,2016,25-29,white,male,790
10333,175,2016,25-29,white,female,810
10334,175,2016,25-29,black,male,541
10335,175,2016,25-29,black,female,685
10336,175,2016,25-29,asia-pi,male,17
10337,175,2016,25-29,asia-pi,female,22
10338,175,2016,25-29,hisp-lt,male,45
10339,175,2016,25-29,hisp-lt,female,36
10340,175,2016,25-29,native-am,male,1
10341,175,2016,25-29,native-am,female,5
10342,175,2016,25-29,other,male,16
10343,175,2016,25-29,other,female,25
10344,175,2016,30-34,white,male,676
10345,175,2016,30-34,white,female,765
10346,175,2016,30-34,black,male,409
10347,175,2016,30-34,black,female,639
10348,175,2016,30-34,asia-pi,male,11
10349,175,2016,30-34,asia-pi,female,6
10350,175,2016,30-34,hisp-lt,male,61
10351,175,2016,30-34,hisp-lt,female,56
10352,175,2016,30-34,native-am,male,0
10353,175,2016,30-34,native-am,female,1
10354,175,2016,30-34,other,male,10
10355,175,2016,30-34,other,female,8
10356,175,2016,35-39,white,male,818
10357,175,2016,35-39,white,female,872
10358,175,2016,35-39,black,male,474
10359,175,2016,35-39,black,female,592
10360,175,2016,35-39,asia-pi,male,16
10361,175,2016,35-39,asia-pi,female,16
10362,175,2016,35-39,hisp-lt,male,51
10363,175,2016,35-39,hisp-lt,female,43
10364,175,2016,35-39,native-am,male,0
10365,175,2016,35-39,native-am,female,2
10366,175,2016,35-39,other,male,7
10367,175,2016,35-39,other,female,12
10368,175,2016,40-44,white,male,809
10369,175,2016,40-44,white,female,854
10370,175,2016,40-44,black,male,424
10371,175,2016,40-44,black,female,563
10372,175,2016,40-44,asia-pi,male,20
10373,175,2016,40-44,asia-pi,female,21
10374,175,2016,40-44,hisp-lt,male,43
10375,175,2016,40-44,hisp-lt,female,41
10376,175,2016,40-44,native-am,male,1
10377,175,2016,40-44,native-am,female,6
10378,175,2016,40-44,other,male,7
10379,175,2016,40-44,other,female,13
10380,175,2016,45-49,white,male,961
10381,175,2016,45-49,white,female,952
10382,175,2016,45-49,black,male,445
10383,175,2016,45-49,black,female,544
10384,175,2016,45-49,asia-pi,male,20
10385,175,2016,45-49,asia-pi,female,21
10386,175,2016,45-49,hisp-lt,male,30
10387,175,2016,45-49,hisp-lt,female,29
10388,175,2016,45-49,native-am,male,5
10389,175,2016,45-49,native-am,female,3
10390,175,2016,45-49,other,male,6
10391,175,2016,45-49,other,female,9
10392,175,2016,50-54,white,male,926
10393,175,2016,50-54,white,female,967
10394,175,2016,50-54,black,male,508
10395,175,2016,50-54,black,female,611
10396,175,2016,50-54,asia-pi,male,12
10397,175,2016,50-54,asia-pi,female,14
10398,175,2016,50-54,hisp-lt,male,37
10399,175,2016,50-54,hisp-lt,female,22
10400,175,2016,50-54,native-am,male,6
10401,175,2016,50-54,native-am,female,7
10402,175,2016,50-54,other,male,4
10403,175,2016,50-54,other,female,11
10404,175,2016,55-59,white,male,962
10405,175,2016,55-59,white,female,1001
10406,175,2016,55-59,black,male,524
10407,175,2016,55-59,black,female,579
10408,175,2016,55-59,asia-pi,male,13
10409,175,2016,55-59,asia-pi,female,21
10410,175,2016,55-59,hisp-lt,male,29
10411,175,2016,55-59,hisp-lt,female,23
10412,175,2016,55-59,native-am,male,5
10413,175,2016,55-59,native-am,female,9
10414,175,2016,55-59,other,male,6
10415,175,2016,55-59,other,female,6
10416,175,2016,60-64,white,male,879
10417,175,2016,60-64,white,female,1034
10418,175,2016,60-64,black,male,415
10419,175,2016,60-64,black,female,533
10420,175,2016,60-64,asia-pi,male,10
10421,175,2016,60-64,asia-pi,female,15
10422,175,2016,60-64,hisp-lt,male,17
10423,175,2016,60-64,hisp-lt,female,9
10424,175,2016,60-64,native-am,male,1
10425,175,2016,60-64,native-am,female,2
10426,175,2016,60-64,other,male,6
10427,175,2016,60-64,other,female,5
10428,175,2016,65+,white,male,2423
10429,175,2016,65+,white,female,3277
10430,175,2016,65+,black,male,824
10431,175,2016,65+,black,female,1309
10432,175,2016,65+,asia-pi,male,30
10433,175,2016,65+,asia-pi,female,35
10434,175,2016,65+,hisp-lt,male,43
10435,175,2016,65+,hisp-lt,female,34
10436,175,2016,65+,native-am,male,7
10437,175,2016,65+,native-am,female,6
10438,175,2016,65+,other,male,17
10439,175,2016,65+,other,female,23
10440,177,2016,18-24,white,male,845
10441,177,2016,18-24,white,female,839
10442,177,2016,18-24,black,male,312
10443,177,2016,18-24,black,female,280
10444,177,2016,18-24,asia-pi,male,24
10445,177,2016,18-24,asia-pi,female,27
10446,177,2016,18-24,hisp-lt,male,41
10447,177,2016,18-24,hisp-lt,female,37
10448,177,2016,18-24,native-am,male,6
10449,177,2016,18-24,native-am,female,0
10450,177,2016,18-24,other,male,22
10451,177,2016,18-24,other,female,16
10452,177,2016,25-29,white,male,577
10453,177,2016,25-29,white,female,645
10454,177,2016,25-29,black,male,206
10455,177,2016,25-29,black,female,173
10456,177,2016,25-29,asia-pi,male,15
10457,177,2016,25-29,asia-pi,female,25
10458,177,2016,25-29,hisp-lt,male,53
10459,177,2016,25-29,hisp-lt,female,33
10460,177,2016,25-29,native-am,male,5
10461,177,2016,25-29,native-am,female,5
10462,177,2016,25-29,other,male,6
10463,177,2016,25-29,other,female,11
10464,177,2016,30-34,white,male,689
10465,177,2016,30-34,white,female,691
10466,177,2016,30-34,black,male,246
10467,177,2016,30-34,black,female,222
10468,177,2016,30-34,asia-pi,male,14
10469,177,2016,30-34,asia-pi,female,28
10470,177,2016,30-34,hisp-lt,male,46
10471,177,2016,30-34,hisp-lt,female,25
10472,177,2016,30-34,native-am,male,7
10473,177,2016,30-34,native-am,female,5
10474,177,2016,30-34,other,male,11
10475,177,2016,30-34,other,female,8
10476,177,2016,35-39,white,male,693
10477,177,2016,35-39,white,female,741
10478,177,2016,35-39,black,male,262
10479,177,2016,35-39,black,female,252
10480,177,2016,35-39,asia-pi,male,21
10481,177,2016,35-39,asia-pi,female,28
10482,177,2016,35-39,hisp-lt,male,56
10483,177,2016,35-39,hisp-lt,female,59
10484,177,2016,35-39,native-am,male,6
10485,177,2016,35-39,native-am,female,1
10486,177,2016,35-39,other,male,4
10487,177,2016,35-39,other,female,8
10488,177,2016,40-44,white,male,768
10489,177,2016,40-44,white,female,721
10490,177,2016,40-44,black,male,237
10491,177,2016,40-44,black,female,244
10492,177,2016,40-44,asia-pi,male,34
10493,177,2016,40-44,asia-pi,female,38
10494,177,2016,40-44,hisp-lt,male,44
10495,177,2016,40-44,hisp-lt,female,26
10496,177,2016,40-44,native-am,male,8
10497,177,2016,40-44,native-am,female,7
10498,177,2016,40-44,other,male,9
10499,177,2016,40-44,other,female,9
10500,177,2016,45-49,white,male,797
10501,177,2016,45-49,white,female,784
10502,177,2016,45-49,black,male,241
10503,177,2016,45-49,black,female,192
10504,177,2016,45-49,asia-pi,male,40
10505,177,2016,45-49,asia-pi,female,28
10506,177,2016,45-49,hisp-lt,male,34
10507,177,2016,45-49,hisp-lt,female,21
10508,177,2016,45-49,native-am,male,2
10509,177,2016,45-49,native-am,female,4
10510,177,2016,45-49,other,male,5
10511,177,2016,45-49,other,female,8
10512,177,2016,50-54,white,male,654
10513,177,2016,50-54,white,female,743
10514,177,2016,50-54,black,male,187
10515,177,2016,50-54,black,female,183
10516,177,2016,50-54,asia-pi,male,18
10517,177,2016,50-54,asia-pi,female,19
10518,177,2016,50-54,hisp-lt,male,18
10519,177,2016,50-54,hisp-lt,female,12
10520,177,2016,50-54,native-am,male,5
10521,177,2016,50-54,native-am,female,6
10522,177,2016,50-54,other,male,3
10523,177,2016,50-54,other,female,7
10524,177,2016,55-59,white,male,731
10525,177,2016,55-59,white,female,776
10526,177,2016,55-59,black,male,175
10527,177,2016,55-59,black,female,177
10528,177,2016,55-59,asia-pi,male,14
10529,177,2016,55-59,asia-pi,female,23
10530,177,2016,55-59,hisp-lt,male,13
10531,177,2016,55-59,hisp-lt,female,9
10532,177,2016,55-59,native-am,male,6
10533,177,2016,55-59,native-am,female,3
10534,177,2016,55-59,other,male,3
10535,177,2016,55-59,other,female,3
10536,177,2016,60-64,white,male,641
10537,177,2016,60-64,white,female,650
10538,177,2016,60-64,black,male,154
10539,177,2016,60-64,black,female,146
10540,177,2016,60-64,asia-pi,male,16
10541,177,2016,60-64,asia-pi,female,32
10542,177,2016,60-64,hisp-lt,male,10
10543,177,2016,60-64,hisp-lt,female,8
10544,177,2016,60-64,native-am,male,4
10545,177,2016,60-64,native-am,female,6
10546,177,2016,60-64,other,male,6
10547,177,2016,60-64,other,female,5
10548,177,2016,65+,white,male,1285
10549,177,2016,65+,white,female,1503
10550,177,2016,65+,black,male,244
10551,177,2016,65+,black,female,264
10552,177,2016,65+,asia-pi,male,32
10553,177,2016,65+,asia-pi,female,30
10554,177,2016,65+,hisp-lt,male,20
10555,177,2016,65+,hisp-lt,female,13
10556,177,2016,65+,native-am,male,5
10557,177,2016,65+,native-am,female,9
10558,177,2016,65+,other,male,7
10559,177,2016,65+,other,female,14
10560,179,2016,18-24,white,male,2067
10561,179,2016,18-24,white,female,1318
10562,179,2016,18-24,black,male,1834
10563,179,2016,18-24,black,female,1519
10564,179,2016,18-24,asia-pi,male,68
10565,179,2016,18-24,asia-pi,female,50
10566,179,2016,18-24,hisp-lt,male,763
10567,179,2016,18-24,hisp-lt,female,588
10568,179,2016,18-24,native-am,male,46
10569,179,2016,18-24,native-am,female,38
10570,179,2016,18-24,other,male,166
10571,179,2016,18-24,other,female,161
10572,179,2016,25-29,white,male,1620
10573,179,2016,25-29,white,female,1315
10574,179,2016,25-29,black,male,1469
10575,179,2016,25-29,black,female,1223
10576,179,2016,25-29,asia-pi,male,70
10577,179,2016,25-29,asia-pi,female,87
10578,179,2016,25-29,hisp-lt,male,588
10579,179,2016,25-29,hisp-lt,female,485
10580,179,2016,25-29,native-am,male,32
10581,179,2016,25-29,native-am,female,31
10582,179,2016,25-29,other,male,89
10583,179,2016,25-29,other,female,92
10584,179,2016,30-34,white,male,1012
10585,179,2016,30-34,white,female,957
10586,179,2016,30-34,black,male,962
10587,179,2016,30-34,black,female,948
10588,179,2016,30-34,asia-pi,male,36
10589,179,2016,30-34,asia-pi,female,49
10590,179,2016,30-34,hisp-lt,male,423
10591,179,2016,30-34,hisp-lt,female,352
10592,179,2016,30-34,native-am,male,20
10593,179,2016,30-34,native-am,female,26
10594,179,2016,30-34,other,male,69
10595,179,2016,30-34,other,female,75
10596,179,2016,35-39,white,male,822
10597,179,2016,35-39,white,female,675
10598,179,2016,35-39,black,male,750
10599,179,2016,35-39,black,female,734
10600,179,2016,35-39,asia-pi,male,35
10601,179,2016,35-39,asia-pi,female,43
10602,179,2016,35-39,hisp-lt,male,298
10603,179,2016,35-39,hisp-lt,female,254
10604,179,2016,35-39,native-am,male,15
10605,179,2016,35-39,native-am,female,18
10606,179,2016,35-39,other,male,49
10607,179,2016,35-39,other,female,43
10608,179,2016,40-44,white,male,587
10609,179,2016,40-44,white,female,539
10610,179,2016,40-44,black,male,602
10611,179,2016,40-44,black,female,686
10612,179,2016,40-44,asia-pi,male,34
10613,179,2016,40-44,asia-pi,female,32
10614,179,2016,40-44,hisp-lt,male,172
10615,179,2016,40-44,hisp-lt,female,173
10616,179,2016,40-44,native-am,male,15
10617,179,2016,40-44,native-am,female,8
10618,179,2016,40-44,other,male,23
10619,179,2016,40-44,other,female,43
10620,179,2016,45-49,white,male,549
10621,179,2016,45-49,white,female,547
10622,179,2016,45-49,black,male,624
10623,179,2016,45-49,black,female,736
10624,179,2016,45-49,asia-pi,male,21
10625,179,2016,45-49,asia-pi,female,39
10626,179,2016,45-49,hisp-lt,male,113
10627,179,2016,45-49,hisp-lt,female,133
10628,179,2016,45-49,native-am,male,16
10629,179,2016,45-49,native-am,female,13
10630,179,2016,45-49,other,male,12
10631,179,2016,45-49,other,female,26
10632,179,2016,50-54,white,male,543
10633,179,2016,50-54,white,female,643
10634,179,2016,50-54,black,male,692
10635,179,2016,50-54,black,female,859
10636,179,2016,50-54,asia-pi,male,21
10637,179,2016,50-54,asia-pi,female,55
10638,179,2016,50-54,hisp-lt,male,92
10639,179,2016,50-54,hisp-lt,female,104
10640,179,2016,50-54,native-am,male,6
10641,179,2016,50-54,native-am,female,13
10642,179,2016,50-54,other,male,13
10643,179,2016,50-54,other,female,29
10644,179,2016,55-59,white,male,557
10645,179,2016,55-59,white,female,624
10646,179,2016,55-59,black,male,717
10647,179,2016,55-59,black,female,814
10648,179,2016,55-59,asia-pi,male,19
10649,179,2016,55-59,asia-pi,female,58
10650,179,2016,55-59,hisp-lt,male,89
10651,179,2016,55-59,hisp-lt,female,117
10652,179,2016,55-59,native-am,male,7
10653,179,2016,55-59,native-am,female,24
10654,179,2016,55-59,other,male,24
10655,179,2016,55-59,other,female,24
10656,179,2016,60-64,white,male,524
10657,179,2016,60-64,white,female,556
10658,179,2016,60-64,black,male,551
10659,179,2016,60-64,black,female,601
10660,179,2016,60-64,asia-pi,male,27
10661,179,2016,60-64,asia-pi,female,72
10662,179,2016,60-64,hisp-lt,male,69
10663,179,2016,60-64,hisp-lt,female,116
10664,179,2016,60-64,native-am,male,15
10665,179,2016,60-64,native-am,female,15
10666,179,2016,60-64,other,male,14
10667,179,2016,60-64,other,female,19
10668,179,2016,65+,white,male,1285
10669,179,2016,65+,white,female,1495
10670,179,2016,65+,black,male,849
10671,179,2016,65+,black,female,1137
10672,179,2016,65+,asia-pi,male,30
10673,179,2016,65+,asia-pi,female,122
10674,179,2016,65+,hisp-lt,male,82
10675,179,2016,65+,hisp-lt,female,130
10676,179,2016,65+,native-am,male,23
10677,179,2016,65+,native-am,female,22
10678,179,2016,65+,other,male,31
10679,179,2016,65+,other,female,39
10680,181,2016,18-24,white,male,197
10681,181,2016,18-24,white,female,178
10682,181,2016,18-24,black,male,100
10683,181,2016,18-24,black,female,94
10684,181,2016,18-24,asia-pi,male,1
10685,181,2016,18-24,asia-pi,female,2
10686,181,2016,18-24,hisp-lt,male,6
10687,181,2016,18-24,hisp-lt,female,13
10688,181,2016,18-24,native-am,male,4
10689,181,2016,18-24,native-am,female,1
10690,181,2016,18-24,other,male,2
10691,181,2016,18-24,other,female,7
10692,181,2016,25-29,white,male,136
10693,181,2016,25-29,white,female,121
10694,181,2016,25-29,black,male,74
10695,181,2016,25-29,black,female,78
10696,181,2016,25-29,asia-pi,male,1
10697,181,2016,25-29,asia-pi,female,1
10698,181,2016,25-29,hisp-lt,male,7
10699,181,2016,25-29,hisp-lt,female,2
10700,181,2016,25-29,native-am,male,0
10701,181,2016,25-29,native-am,female,1
10702,181,2016,25-29,other,male,2
10703,181,2016,25-29,other,female,18
10704,181,2016,30-34,white,male,123
10705,181,2016,30-34,white,female,113
10706,181,2016,30-34,black,male,64
10707,181,2016,30-34,black,female,75
10708,181,2016,30-34,asia-pi,male,0
10709,181,2016,30-34,asia-pi,female,2
10710,181,2016,30-34,hisp-lt,male,9
10711,181,2016,30-34,hisp-lt,female,6
10712,181,2016,30-34,native-am,male,1
10713,181,2016,30-34,native-am,female,0
10714,181,2016,30-34,other,male,3
10715,181,2016,30-34,other,female,4
10716,181,2016,35-39,white,male,100
10717,181,2016,35-39,white,female,105
10718,181,2016,35-39,black,male,55
10719,181,2016,35-39,black,female,66
10720,181,2016,35-39,asia-pi,male,0
10721,181,2016,35-39,asia-pi,female,2
10722,181,2016,35-39,hisp-lt,male,3
10723,181,2016,35-39,hisp-lt,female,2
10724,181,2016,35-39,native-am,male,1
10725,181,2016,35-39,native-am,female,1
10726,181,2016,35-39,other,male,1
10727,181,2016,35-39,other,female,1
10728,181,2016,40-44,white,male,143
10729,181,2016,40-44,white,female,136
10730,181,2016,40-44,black,male,57
10731,181,2016,40-44,black,female,82
10732,181,2016,40-44,asia-pi,male,2
10733,181,2016,40-44,asia-pi,female,0
10734,181,2016,40-44,hisp-lt,male,0
10735,181,2016,40-44,hisp-lt,female,1
10736,181,2016,40-44,native-am,male,0
10737,181,2016,40-44,native-am,female,0
10738,181,2016,40-44,other,male,1
10739,181,2016,40-44,other,female,3
10740,181,2016,45-49,white,male,127
10741,181,2016,45-49,white,female,140
10742,181,2016,45-49,black,male,67
10743,181,2016,45-49,black,female,86
10744,181,2016,45-49,asia-pi,male,2
10745,181,2016,45-49,asia-pi,female,3
10746,181,2016,45-49,hisp-lt,male,3
10747,181,2016,45-49,hisp-lt,female,1
10748,181,2016,45-49,native-am,male,2
10749,181,2016,45-49,native-am,female,0
10750,181,2016,45-49,other,male,2
10751,181,2016,45-49,other,female,1
10752,181,2016,50-54,white,male,190
10753,181,2016,50-54,white,female,192
10754,181,2016,50-54,black,male,78
10755,181,2016,50-54,black,female,93
10756,181,2016,50-54,asia-pi,male,0
10757,181,2016,50-54,asia-pi,female,0
10758,181,2016,50-54,hisp-lt,male,1
10759,181,2016,50-54,hisp-lt,female,5
10760,181,2016,50-54,native-am,male,3
10761,181,2016,50-54,native-am,female,2
10762,181,2016,50-54,other,male,2
10763,181,2016,50-54,other,female,2
10764,181,2016,55-59,white,male,238
10765,181,2016,55-59,white,female,237
10766,181,2016,55-59,black,male,86
10767,181,2016,55-59,black,female,113
10768,181,2016,55-59,asia-pi,male,0
10769,181,2016,55-59,asia-pi,female,0
10770,181,2016,55-59,hisp-lt,male,2
10771,181,2016,55-59,hisp-lt,female,4
10772,181,2016,55-59,native-am,male,1
10773,181,2016,55-59,native-am,female,1
10774,181,2016,55-59,other,male,2
10775,181,2016,55-59,other,female,3
10776,181,2016,60-64,white,male,228
10777,181,2016,60-64,white,female,237
10778,181,2016,60-64,black,male,103
10779,181,2016,60-64,black,female,84
10780,181,2016,60-64,asia-pi,male,1
10781,181,2016,60-64,asia-pi,female,1
10782,181,2016,60-64,hisp-lt,male,5
10783,181,2016,60-64,hisp-lt,female,4
10784,181,2016,60-64,native-am,male,2
10785,181,2016,60-64,native-am,female,2
10786,181,2016,60-64,other,male,2
10787,181,2016,60-64,other,female,1
10788,181,2016,65+,white,male,658
10789,181,2016,65+,white,female,682
10790,181,2016,65+,black,male,140
10791,181,2016,65+,black,female,259
10792,181,2016,65+,asia-pi,male,0
10793,181,2016,65+,asia-pi,female,6
10794,181,2016,65+,hisp-lt,male,7
10795,181,2016,65+,hisp-lt,female,6
10796,181,2016,65+,native-am,male,1
10797,181,2016,65+,native-am,female,4
10798,181,2016,65+,other,male,3
10799,181,2016,65+,other,female,7
10800,183,2016,18-24,white,male,443
10801,183,2016,18-24,white,female,460
10802,183,2016,18-24,black,male,246
10803,183,2016,18-24,black,female,201
10804,183,2016,18-24,asia-pi,male,6
10805,183,2016,18-24,asia-pi,female,6
10806,183,2016,18-24,hisp-lt,male,139
10807,183,2016,18-24,hisp-lt,female,95
10808,183,2016,18-24,native-am,male,12
10809,183,2016,18-24,native-am,female,11
10810,183,2016,18-24,other,male,35
10811,183,2016,18-24,other,female,33
10812,183,2016,25-29,white,male,507
10813,183,2016,25-29,white,female,453
10814,183,2016,25-29,black,male,201
10815,183,2016,25-29,black,female,168
10816,183,2016,25-29,asia-pi,male,15
10817,183,2016,25-29,asia-pi,female,7
10818,183,2016,25-29,hisp-lt,male,115
10819,183,2016,25-29,hisp-lt,female,107
10820,183,2016,25-29,native-am,male,12
10821,183,2016,25-29,native-am,female,5
10822,183,2016,25-29,other,male,12
10823,183,2016,25-29,other,female,19
10824,183,2016,30-34,white,male,448
10825,183,2016,30-34,white,female,470
10826,183,2016,30-34,black,male,182
10827,183,2016,30-34,black,female,166
10828,183,2016,30-34,asia-pi,male,4
10829,183,2016,30-34,asia-pi,female,14
10830,183,2016,30-34,hisp-lt,male,119
10831,183,2016,30-34,hisp-lt,female,98
10832,183,2016,30-34,native-am,male,3
10833,183,2016,30-34,native-am,female,5
10834,183,2016,30-34,other,male,9
10835,183,2016,30-34,other,female,24
10836,183,2016,35-39,white,male,396
10837,183,2016,35-39,white,female,386
10838,183,2016,35-39,black,male,178
10839,183,2016,35-39,black,female,191
10840,183,2016,35-39,asia-pi,male,6
10841,183,2016,35-39,asia-pi,female,13
10842,183,2016,35-39,hisp-lt,male,134
10843,183,2016,35-39,hisp-lt,female,81
10844,183,2016,35-39,native-am,male,1
10845,183,2016,35-39,native-am,female,6
10846,183,2016,35-39,other,male,17
10847,183,2016,35-39,other,female,13
10848,183,2016,40-44,white,male,367
10849,183,2016,40-44,white,female,342
10850,183,2016,40-44,black,male,163
10851,183,2016,40-44,black,female,168
10852,183,2016,40-44,asia-pi,male,3
10853,183,2016,40-44,asia-pi,female,5
10854,183,2016,40-44,hisp-lt,male,76
10855,183,2016,40-44,hisp-lt,female,47
10856,183,2016,40-44,native-am,male,8
10857,183,2016,40-44,native-am,female,9
10858,183,2016,40-44,other,male,10
10859,183,2016,40-44,other,female,12
10860,183,2016,45-49,white,male,328
10861,183,2016,45-49,white,female,328
10862,183,2016,45-49,black,male,149
10863,183,2016,45-49,black,female,157
10864,183,2016,45-49,asia-pi,male,1
10865,183,2016,45-49,asia-pi,female,10
10866,183,2016,45-49,hisp-lt,male,70
10867,183,2016,45-49,hisp-lt,female,62
10868,183,2016,45-49,native-am,male,3
10869,183,2016,45-49,native-am,female,4
10870,183,2016,45-49,other,male,2
10871,183,2016,45-49,other,female,7
10872,183,2016,50-54,white,male,362
10873,183,2016,50-54,white,female,358
10874,183,2016,50-54,black,male,161
10875,183,2016,50-54,black,female,144
10876,183,2016,50-54,asia-pi,male,5
10877,183,2016,50-54,asia-pi,female,3
10878,183,2016,50-54,hisp-lt,male,42
10879,183,2016,50-54,hisp-lt,female,36
10880,183,2016,50-54,native-am,male,0
10881,183,2016,50-54,native-am,female,9
10882,183,2016,50-54,other,male,6
10883,183,2016,50-54,other,female,9
10884,183,2016,55-59,white,male,337
10885,183,2016,55-59,white,female,306
10886,183,2016,55-59,black,male,161
10887,183,2016,55-59,black,female,167
10888,183,2016,55-59,asia-pi,male,3
10889,183,2016,55-59,asia-pi,female,7
10890,183,2016,55-59,hisp-lt,male,28
10891,183,2016,55-59,hisp-lt,female,44
10892,183,2016,55-59,native-am,male,7
10893,183,2016,55-59,native-am,female,6
10894,183,2016,55-59,other,male,4
10895,183,2016,55-59,other,female,2
10896,183,2016,60-64,white,male,263
10897,183,2016,60-64,white,female,315
10898,183,2016,60-64,black,male,121
10899,183,2016,60-64,black,female,109
10900,183,2016,60-64,asia-pi,male,1
10901,183,2016,60-64,asia-pi,female,12
10902,183,2016,60-64,hisp-lt,male,35
10903,183,2016,60-64,hisp-lt,female,22
10904,183,2016,60-64,native-am,male,3
10905,183,2016,60-64,native-am,female,5
10906,183,2016,60-64,other,male,3
10907,183,2016,60-64,other,female,4
10908,183,2016,65+,white,male,538
10909,183,2016,65+,white,female,582
10910,183,2016,65+,black,male,133
10911,183,2016,65+,black,female,184
10912,183,2016,65+,asia-pi,male,3
10913,183,2016,65+,asia-pi,female,12
10914,183,2016,65+,hisp-lt,male,33
10915,183,2016,65+,hisp-lt,female,33
10916,183,2016,65+,native-am,male,6
10917,183,2016,65+,native-am,female,6
10918,183,2016,65+,other,male,10
10919,183,2016,65+,other,female,11
10920,185,2016,18-24,white,male,4863
10921,185,2016,18-24,white,female,4744
10922,185,2016,18-24,black,male,3436
10923,185,2016,18-24,black,female,3794
10924,185,2016,18-24,asia-pi,male,158
10925,185,2016,18-24,asia-pi,female,201
10926,185,2016,18-24,hisp-lt,male,544
10927,185,2016,18-24,hisp-lt,female,487
10928,185,2016,18-24,native-am,male,19
10929,185,2016,18-24,native-am,female,26
10930,185,2016,18-24,other,male,173
10931,185,2016,18-24,other,female,230
10932,185,2016,25-29,white,male,2584
10933,185,2016,25-29,white,female,2235
10934,185,2016,25-29,black,male,1795
10935,185,2016,25-29,black,female,1706
10936,185,2016,25-29,asia-pi,male,81
10937,185,2016,25-29,asia-pi,female,85
10938,185,2016,25-29,hisp-lt,male,333
10939,185,2016,25-29,hisp-lt,female,254
10940,185,2016,25-29,native-am,male,13
10941,185,2016,25-29,native-am,female,20
10942,185,2016,25-29,other,male,89
10943,185,2016,25-29,other,female,105
10944,185,2016,30-34,white,male,2165
10945,185,2016,30-34,white,female,2012
10946,185,2016,30-34,black,male,1381
10947,185,2016,30-34,black,female,1367
10948,185,2016,30-34,asia-pi,male,61
10949,185,2016,30-34,asia-pi,female,116
10950,185,2016,30-34,hisp-lt,male,311
10951,185,2016,30-34,hisp-lt,female,240
10952,185,2016,30-34,native-am,male,11
10953,185,2016,30-34,native-am,female,17
10954,185,2016,30-34,other,male,57
10955,185,2016,30-34,other,female,62
10956,185,2016,35-39,white,male,1832
10957,185,2016,35-39,white,female,1740
10958,185,2016,35-39,black,male,1122
10959,185,2016,35-39,black,female,1268
10960,185,2016,35-39,asia-pi,male,47
10961,185,2016,35-39,asia-pi,female,116
10962,185,2016,35-39,hisp-lt,male,222
10963,185,2016,35-39,hisp-lt,female,199
10964,185,2016,35-39,native-am,male,11
10965,185,2016,35-39,native-am,female,10
10966,185,2016,35-39,other,male,46
10967,185,2016,35-39,other,female,52
10968,185,2016,40-44,white,male,1732
10969,185,2016,40-44,white,female,1679
10970,185,2016,40-44,black,male,948
10971,185,2016,40-44,black,female,1107
10972,185,2016,40-44,asia-pi,male,67
10973,185,2016,40-44,asia-pi,female,86
10974,185,2016,40-44,hisp-lt,male,176
10975,185,2016,40-44,hisp-lt,female,147
10976,185,2016,40-44,native-am,male,16
10977,185,2016,40-44,native-am,female,5
10978,185,2016,40-44,other,male,33
10979,185,2016,40-44,other,female,45
10980,185,2016,45-49,white,male,1796
10981,185,2016,45-49,white,female,1827
10982,185,2016,45-49,black,male,873
10983,185,2016,45-49,black,female,1089
10984,185,2016,45-49,asia-pi,male,59
10985,185,2016,45-49,asia-pi,female,65
10986,185,2016,45-49,hisp-lt,male,181
10987,185,2016,45-49,hisp-lt,female,144
10988,185,2016,45-49,native-am,male,11
10989,185,2016,45-49,native-am,female,10
10990,185,2016,45-49,other,male,14
10991,185,2016,45-49,other,female,38
10992,185,2016,50-54,white,male,1832
10993,185,2016,50-54,white,female,1851
10994,185,2016,50-54,black,male,1014
10995,185,2016,50-54,black,female,1219
10996,185,2016,50-54,asia-pi,male,40
10997,185,2016,50-54,asia-pi,female,54
10998,185,2016,50-54,hisp-lt,male,134
10999,185,2016,50-54,hisp-lt,female,106
11000,185,2016,50-54,native-am,male,18
11001,185,2016,50-54,native-am,female,18
11002,185,2016,50-54,other,male,21
11003,185,2016,50-54,other,female,19
11004,185,2016,55-59,white,male,1736
11005,185,2016,55-59,white,female,1899
11006,185,2016,55-59,black,male,968
11007,185,2016,55-59,black,female,1097
11008,185,2016,55-59,asia-pi,male,29
11009,185,2016,55-59,asia-pi,female,65
11010,185,2016,55-59,hisp-lt,male,106
