census_id,county_fips_code,year,aggrp,race,gender,population
5951,101,2016,45-49,other,female,2
5952,101,2016,50-54,white,male,107
5953,101,2016,50-54,white,female,111
5954,101,2016,50-54,black,male,5
5955,101,2016,50-54,black,female,6
5956,101,2016,50-54,asia-pi,male,0
5957,101,2016,50-54,asia-pi,female,1
5958,101,2016,50-54,hisp-lt,male,29
5959,101,2016,50-54,hisp-lt,female,18
5960,101,2016,50-54,native-am,male,0
5961,101,2016,50-54,native-am,female,0
5962,101,2016,50-54,other,male,2
5963,101,2016,50-54,other,female,1
5964,101,2016,55-59,white,male,98
5965,101,2016,55-59,white,female,81
5966,101,2016,55-59,black,male,8
5967,101,2016,55-59,black,female,9
5968,101,2016,55-59,asia-pi,male,1
5969,101,2016,55-59,asia-pi,female,0
5970,101,2016,55-59,hisp-lt,male,16
5971,101,2016,55-59,hisp-lt,female,8
5972,101,2016,55-59,native-am,male,2
5973,101,2016,55-59,native-am,female,1
5974,101,2016,55-59,other,male,3
5975,101,2016,55-59,other,female,2
5976,101,2016,60-64,white,male,72
5977,101,2016,60-64,white,female,92
5978,101,2016,60-64,black,male,8
5979,101,2016,60-64,black,female,5
5980,101,2016,60-64,asia-pi,male,0
5981,101,2016,60-64,asia-pi,female,0
5982,101,2016,60-64,hisp-lt,male,6
5983,101,2016,60-64,hisp-lt,female,8
5984,101,2016,60-64,native-am,male,6
5985,101,2016,60-64,native-am,female,3
5986,101,2016,60-64,other,male,1
5987,101,2016,60-64,other,female,1
5988,101,2016,65+,white,male,179
5989,101,2016,65+,white,female,215
5990,101,2016,65+,black,male,11
5991,101,2016,65+,black,female,23
5992,101,2016,65+,asia-pi,male,1
5993,101,2016,65+,asia-pi,female,1
5994,101,2016,65+,hisp-lt,male,10
5995,101,2016,65+,hisp-lt,female,13
5996,101,2016,65+,native-am,male,5
5997,101,2016,65+,native-am,female,2
5998,101,2016,65+,other,male,7
5999,101,2016,65+,other,female,12
6000,103,2016,18-24,white,male,1923
6001,103,2016,18-24,white,female,1883
6002,103,2016,18-24,black,male,493
6003,103,2016,18-24,black,female,407
6004,103,2016,18-24,asia-pi,male,20
6005,103,2016,18-24,asia-pi,female,20
6006,103,2016,18-24,hisp-lt,male,108
6007,103,2016,18-24,hisp-lt,female,110
6008,103,2016,18-24,native-am,male,7
6009,103,2016,18-24,native-am,female,12
6010,103,2016,18-24,other,male,54
6011,103,2016,18-24,other,female,68
6012,103,2016,25-29,white,male,1550
6013,103,2016,25-29,white,female,1534
6014,103,2016,25-29,black,male,316
6015,103,2016,25-29,black,female,285
6016,103,2016,25-29,asia-pi,male,35
6017,103,2016,25-29,asia-pi,female,24
6018,103,2016,25-29,hisp-lt,male,97
6019,103,2016,25-29,hisp-lt,female,67
6020,103,2016,25-29,native-am,male,11
6021,103,2016,25-29,native-am,female,3
6022,103,2016,25-29,other,male,24
6023,103,2016,25-29,other,female,19
6024,103,2016,30-34,white,male,1619
6025,103,2016,30-34,white,female,1636
6026,103,2016,30-34,black,male,291
6027,103,2016,30-34,black,female,239
6028,103,2016,30-34,asia-pi,male,4
6029,103,2016,30-34,asia-pi,female,32
6030,103,2016,30-34,hisp-lt,male,101
6031,103,2016,30-34,hisp-lt,female,121
6032,103,2016,30-34,native-am,male,4
6033,103,2016,30-34,native-am,female,25
6034,103,2016,30-34,other,male,21
6035,103,2016,30-34,other,female,25
6036,103,2016,35-39,white,male,1589
6037,103,2016,35-39,white,female,1661
6038,103,2016,35-39,black,male,274
6039,103,2016,35-39,black,female,303
6040,103,2016,35-39,asia-pi,male,21
6041,103,2016,35-39,asia-pi,female,44
6042,103,2016,35-39,hisp-lt,male,139
6043,103,2016,35-39,hisp-lt,female,113
6044,103,2016,35-39,native-am,male,6
6045,103,2016,35-39,native-am,female,5
6046,103,2016,35-39,other,male,20
6047,103,2016,35-39,other,female,23
6048,103,2016,40-44,white,male,1596
6049,103,2016,40-44,white,female,1569
6050,103,2016,40-44,black,male,224
6051,103,2016,40-44,black,female,294
6052,103,2016,40-44,asia-pi,male,22
6053,103,2016,40-44,asia-pi,female,31
6054,103,2016,40-44,hisp-lt,male,89
6055,103,2016,40-44,hisp-lt,female,104
6056,103,2016,40-44,native-am,male,7
6057,103,2016,40-44,native-am,female,6
6058,103,2016,40-44,other,male,21
6059,103,2016,40-44,other,female,20
6060,103,2016,45-49,white,male,1632
6061,103,2016,45-49,white,female,1726
6062,103,2016,45-49,black,male,245
6063,103,2016,45-49,black,female,266
6064,103,2016,45-49,asia-pi,male,13
6065,103,2016,45-49,asia-pi,female,18
6066,103,2016,45-49,hisp-lt,male,79
6067,103,2016,45-49,hisp-lt,female,70
6068,103,2016,45-49,native-am,male,11
6069,103,2016,45-49,native-am,female,8
6070,103,2016,45-49,other,male,20
6071,103,2016,45-49,other,female,16
6072,103,2016,50-54,white,male,1717
6073,103,2016,50-54,white,female,1766
6074,103,2016,50-54,black,male,249
6075,103,2016,50-54,black,female,273
6076,103,2016,50-54,asia-pi,male,28
6077,103,2016,50-54,asia-pi,female,19
6078,103,2016,50-54,hisp-lt,male,62
6079,103,2016,50-54,hisp-lt,female,42
6080,103,2016,50-54,native-am,male,10
6081,103,2016,50-54,native-am,female,8
6082,103,2016,50-54,other,male,20
6083,103,2016,50-54,other,female,21
6084,103,2016,55-59,white,male,1612
6085,103,2016,55-59,white,female,1620
6086,103,2016,55-59,black,male,229
6087,103,2016,55-59,black,female,273
6088,103,2016,55-59,asia-pi,male,11
6089,103,2016,55-59,asia-pi,female,21
6090,103,2016,55-59,hisp-lt,male,34
6091,103,2016,55-59,hisp-lt,female,38
6092,103,2016,55-59,native-am,male,7
6093,103,2016,55-59,native-am,female,8
6094,103,2016,55-59,other,male,18
6095,103,2016,55-59,other,female,13
6096,103,2016,60-64,white,male,1273
6097,103,2016,60-64,white,female,1329
6098,103,2016,60-64,black,male,168
6099,103,2016,60-64,black,female,191
6100,103,2016,60-64,asia-pi,male,16
6101,103,2016,60-64,asia-pi,female,20
6102,103,2016,60-64,hisp-lt,male,35
6103,103,2016,60-64,hisp-lt,female,22
6104,103,2016,60-64,native-am,male,7
6105,103,2016,60-64,native-am,female,4
6106,103,2016,60-64,other,male,23
6107,103,2016,60-64,other,female,11
6108,103,2016,65+,white,male,2589
6109,103,2016,65+,white,female,3067
6110,103,2016,65+,black,male,305
6111,103,2016,65+,black,female,388
6112,103,2016,65+,asia-pi,male,20
6113,103,2016,65+,asia-pi,female,25
6114,103,2016,65+,hisp-lt,male,45
6115,103,2016,65+,hisp-lt,female,50
6116,103,2016,65+,native-am,male,14
6117,103,2016,65+,native-am,female,12
6118,103,2016,65+,other,male,21
6119,103,2016,65+,other,female,41
6120,105,2016,18-24,white,male,458
6121,105,2016,18-24,white,female,424
6122,105,2016,18-24,black,male,264
6123,105,2016,18-24,black,female,255
6124,105,2016,18-24,asia-pi,male,6
6125,105,2016,18-24,asia-pi,female,3
6126,105,2016,18-24,hisp-lt,male,54
6127,105,2016,18-24,hisp-lt,female,41
6128,105,2016,18-24,native-am,male,3
6129,105,2016,18-24,native-am,female,3
6130,105,2016,18-24,other,male,9
6131,105,2016,18-24,other,female,12
6132,105,2016,25-29,white,male,388
6133,105,2016,25-29,white,female,352
6134,105,2016,25-29,black,male,195
6135,105,2016,25-29,black,female,179
6136,105,2016,25-29,asia-pi,male,2
6137,105,2016,25-29,asia-pi,female,11
6138,105,2016,25-29,hisp-lt,male,52
6139,105,2016,25-29,hisp-lt,female,33
6140,105,2016,25-29,native-am,male,1
6141,105,2016,25-29,native-am,female,2
6142,105,2016,25-29,other,male,10
6143,105,2016,25-29,other,female,3
6144,105,2016,30-34,white,male,283
6145,105,2016,30-34,white,female,297
6146,105,2016,30-34,black,male,139
6147,105,2016,30-34,black,female,179
6148,105,2016,30-34,asia-pi,male,7
6149,105,2016,30-34,asia-pi,female,6
6150,105,2016,30-34,hisp-lt,male,42
6151,105,2016,30-34,hisp-lt,female,38
6152,105,2016,30-34,native-am,male,1
6153,105,2016,30-34,native-am,female,0
6154,105,2016,30-34,other,male,3
6155,105,2016,30-34,other,female,3
6156,105,2016,35-39,white,male,323
6157,105,2016,35-39,white,female,322
6158,105,2016,35-39,black,male,178
6159,105,2016,35-39,black,female,178
6160,105,2016,35-39,asia-pi,male,4
6161,105,2016,35-39,asia-pi,female,7
6162,105,2016,35-39,hisp-lt,male,48
6163,105,2016,35-39,hisp-lt,female,44
6164,105,2016,35-39,native-am,male,1
6165,105,2016,35-39,native-am,female,2
6166,105,2016,35-39,other,male,6
6167,105,2016,35-39,other,female,3
6168,105,2016,40-44,white,male,304
6169,105,2016,40-44,white,female,313
6170,105,2016,40-44,black,male,120
6171,105,2016,40-44,black,female,160
6172,105,2016,40-44,asia-pi,male,7
6173,105,2016,40-44,asia-pi,female,4
6174,105,2016,40-44,hisp-lt,male,38
6175,105,2016,40-44,hisp-lt,female,34
6176,105,2016,40-44,native-am,male,1
6177,105,2016,40-44,native-am,female,1
6178,105,2016,40-44,other,male,3
6179,105,2016,40-44,other,female,2
6180,105,2016,45-49,white,male,373
6181,105,2016,45-49,white,female,396
6182,105,2016,45-49,black,male,142
6183,105,2016,45-49,black,female,200
6184,105,2016,45-49,asia-pi,male,7
6185,105,2016,45-49,asia-pi,female,10
6186,105,2016,45-49,hisp-lt,male,24
6187,105,2016,45-49,hisp-lt,female,23
6188,105,2016,45-49,native-am,male,1
6189,105,2016,45-49,native-am,female,3
6190,105,2016,45-49,other,male,2
6191,105,2016,45-49,other,female,9
6192,105,2016,50-54,white,male,438
6193,105,2016,50-54,white,female,466
6194,105,2016,50-54,black,male,142
6195,105,2016,50-54,black,female,236
6196,105,2016,50-54,asia-pi,male,1
6197,105,2016,50-54,asia-pi,female,7
6198,105,2016,50-54,hisp-lt,male,31
6199,105,2016,50-54,hisp-lt,female,14
6200,105,2016,50-54,native-am,male,3
6201,105,2016,50-54,native-am,female,2
6202,105,2016,50-54,other,male,6
6203,105,2016,50-54,other,female,2
6204,105,2016,55-59,white,male,455
6205,105,2016,55-59,white,female,500
6206,105,2016,55-59,black,male,189
6207,105,2016,55-59,black,female,224
6208,105,2016,55-59,asia-pi,male,4
6209,105,2016,55-59,asia-pi,female,4
6210,105,2016,55-59,hisp-lt,male,18
6211,105,2016,55-59,hisp-lt,female,13
6212,105,2016,55-59,native-am,male,6
6213,105,2016,55-59,native-am,female,0
6214,105,2016,55-59,other,male,4
6215,105,2016,55-59,other,female,5
6216,105,2016,60-64,white,male,422
6217,105,2016,60-64,white,female,489
6218,105,2016,60-64,black,male,182
6219,105,2016,60-64,black,female,200
6220,105,2016,60-64,asia-pi,male,1
6221,105,2016,60-64,asia-pi,female,3
6222,105,2016,60-64,hisp-lt,male,13
6223,105,2016,60-64,hisp-lt,female,10
6224,105,2016,60-64,native-am,male,2
6225,105,2016,60-64,native-am,female,0
6226,105,2016,60-64,other,male,5
6227,105,2016,60-64,other,female,3
6228,105,2016,65+,white,male,1304
6229,105,2016,65+,white,female,1658
6230,105,2016,65+,black,male,318
6231,105,2016,65+,black,female,463
6232,105,2016,65+,asia-pi,male,8
6233,105,2016,65+,asia-pi,female,8
6234,105,2016,65+,hisp-lt,male,24
6235,105,2016,65+,hisp-lt,female,23
6236,105,2016,65+,native-am,male,3
6237,105,2016,65+,native-am,female,5
6238,105,2016,65+,other,male,10
6239,105,2016,65+,other,female,9
6240,107,2016,18-24,white,male,565
6241,107,2016,18-24,white,female,435
6242,107,2016,18-24,black,male,439
6243,107,2016,18-24,black,female,399
6244,107,2016,18-24,asia-pi,male,3
6245,107,2016,18-24,asia-pi,female,3
6246,107,2016,18-24,hisp-lt,male,49
6247,107,2016,18-24,hisp-lt,female,54
6248,107,2016,18-24,native-am,male,2
6249,107,2016,18-24,native-am,female,4
6250,107,2016,18-24,other,male,11
6251,107,2016,18-24,other,female,11
6252,107,2016,25-29,white,male,397
6253,107,2016,25-29,white,female,443
6254,107,2016,25-29,black,male,320
6255,107,2016,25-29,black,female,287
6256,107,2016,25-29,asia-pi,male,5
6257,107,2016,25-29,asia-pi,female,4
6258,107,2016,25-29,hisp-lt,male,59
6259,107,2016,25-29,hisp-lt,female,33
6260,107,2016,25-29,native-am,male,1
6261,107,2016,25-29,native-am,female,0
6262,107,2016,25-29,other,male,3
6263,107,2016,25-29,other,female,7
6264,107,2016,30-34,white,male,437
6265,107,2016,30-34,white,female,402
6266,107,2016,30-34,black,male,268
6267,107,2016,30-34,black,female,250
6268,107,2016,30-34,asia-pi,male,2
6269,107,2016,30-34,asia-pi,female,7
6270,107,2016,30-34,hisp-lt,male,62
6271,107,2016,30-34,hisp-lt,female,19
6272,107,2016,30-34,native-am,male,0
6273,107,2016,30-34,native-am,female,0
6274,107,2016,30-34,other,male,2
6275,107,2016,30-34,other,female,4
6276,107,2016,35-39,white,male,440
6277,107,2016,35-39,white,female,381
6278,107,2016,35-39,black,male,244
6279,107,2016,35-39,black,female,262
6280,107,2016,35-39,asia-pi,male,7
6281,107,2016,35-39,asia-pi,female,3
6282,107,2016,35-39,hisp-lt,male,44
6283,107,2016,35-39,hisp-lt,female,39
6284,107,2016,35-39,native-am,male,2
6285,107,2016,35-39,native-am,female,0
6286,107,2016,35-39,other,male,8
6287,107,2016,35-39,other,female,2
6288,107,2016,40-44,white,male,366
6289,107,2016,40-44,white,female,384
6290,107,2016,40-44,black,male,221
6291,107,2016,40-44,black,female,225
6292,107,2016,40-44,asia-pi,male,3
6293,107,2016,40-44,asia-pi,female,3
6294,107,2016,40-44,hisp-lt,male,54
6295,107,2016,40-44,hisp-lt,female,37
6296,107,2016,40-44,native-am,male,2
6297,107,2016,40-44,native-am,female,0
6298,107,2016,40-44,other,male,0
6299,107,2016,40-44,other,female,2
6300,107,2016,45-49,white,male,406
6301,107,2016,45-49,white,female,399
6302,107,2016,45-49,black,male,183
6303,107,2016,45-49,black,female,216
6304,107,2016,45-49,asia-pi,male,5
6305,107,2016,45-49,asia-pi,female,4
6306,107,2016,45-49,hisp-lt,male,38
6307,107,2016,45-49,hisp-lt,female,19
6308,107,2016,45-49,native-am,male,1
6309,107,2016,45-49,native-am,female,1
6310,107,2016,45-49,other,male,2
6311,107,2016,45-49,other,female,3
6312,107,2016,50-54,white,male,461
6313,107,2016,50-54,white,female,497
6314,107,2016,50-54,black,male,218
6315,107,2016,50-54,black,female,209
6316,107,2016,50-54,asia-pi,male,4
6317,107,2016,50-54,asia-pi,female,6
6318,107,2016,50-54,hisp-lt,male,27
6319,107,2016,50-54,hisp-lt,female,7
6320,107,2016,50-54,native-am,male,0
6321,107,2016,50-54,native-am,female,1
6322,107,2016,50-54,other,male,2
6323,107,2016,50-54,other,female,3
6324,107,2016,55-59,white,male,484
6325,107,2016,55-59,white,female,533
6326,107,2016,55-59,black,male,195
6327,107,2016,55-59,black,female,235
6328,107,2016,55-59,asia-pi,male,6
6329,107,2016,55-59,asia-pi,female,8
6330,107,2016,55-59,hisp-lt,male,15
6331,107,2016,55-59,hisp-lt,female,3
6332,107,2016,55-59,native-am,male,7
6333,107,2016,55-59,native-am,female,1
6334,107,2016,55-59,other,male,2
6335,107,2016,55-59,other,female,2
6336,107,2016,60-64,white,male,427
6337,107,2016,60-64,white,female,471
6338,107,2016,60-64,black,male,160
6339,107,2016,60-64,black,female,248
6340,107,2016,60-64,asia-pi,male,9
6341,107,2016,60-64,asia-pi,female,6
6342,107,2016,60-64,hisp-lt,male,9
6343,107,2016,60-64,hisp-lt,female,9
6344,107,2016,60-64,native-am,male,4
6345,107,2016,60-64,native-am,female,6
6346,107,2016,60-64,other,male,3
6347,107,2016,60-64,other,female,3
6348,107,2016,65+,white,male,1127
6349,107,2016,65+,white,female,1446
6350,107,2016,65+,black,male,346
6351,107,2016,65+,black,female,534
6352,107,2016,65+,asia-pi,male,4
6353,107,2016,65+,asia-pi,female,4
6354,107,2016,65+,hisp-lt,male,21
6355,107,2016,65+,hisp-lt,female,15
6356,107,2016,65+,native-am,male,5
6357,107,2016,65+,native-am,female,6
6358,107,2016,65+,other,male,9
6359,107,2016,65+,other,female,14
6360,109,2016,18-24,white,male,201
6361,109,2016,18-24,white,female,216
6362,109,2016,18-24,black,male,167
6363,109,2016,18-24,black,female,132
6364,109,2016,18-24,asia-pi,male,2
6365,109,2016,18-24,asia-pi,female,3
6366,109,2016,18-24,hisp-lt,male,65
6367,109,2016,18-24,hisp-lt,female,50
6368,109,2016,18-24,native-am,male,0
6369,109,2016,18-24,native-am,female,1
6370,109,2016,18-24,other,male,6
6371,109,2016,18-24,other,female,5
6372,109,2016,25-29,white,male,185
6373,109,2016,25-29,white,female,186
6374,109,2016,25-29,black,male,132
6375,109,2016,25-29,black,female,127
6376,109,2016,25-29,asia-pi,male,1
6377,109,2016,25-29,asia-pi,female,2
6378,109,2016,25-29,hisp-lt,male,41
6379,109,2016,25-29,hisp-lt,female,37
6380,109,2016,25-29,native-am,male,1
6381,109,2016,25-29,native-am,female,0
6382,109,2016,25-29,other,male,6
6383,109,2016,25-29,other,female,0
6384,109,2016,30-34,white,male,182
6385,109,2016,30-34,white,female,207
6386,109,2016,30-34,black,male,109
6387,109,2016,30-34,black,female,89
6388,109,2016,30-34,asia-pi,male,1
6389,109,2016,30-34,asia-pi,female,1
6390,109,2016,30-34,hisp-lt,male,33
6391,109,2016,30-34,hisp-lt,female,35
6392,109,2016,30-34,native-am,male,0
6393,109,2016,30-34,native-am,female,1
6394,109,2016,30-34,other,male,1
6395,109,2016,30-34,other,female,4
6396,109,2016,35-39,white,male,150
6397,109,2016,35-39,white,female,187
6398,109,2016,35-39,black,male,94
6399,109,2016,35-39,black,female,105
6400,109,2016,35-39,asia-pi,male,3
6401,109,2016,35-39,asia-pi,female,8
6402,109,2016,35-39,hisp-lt,male,69
6403,109,2016,35-39,hisp-lt,female,52
6404,109,2016,35-39,native-am,male,0
6405,109,2016,35-39,native-am,female,2
6406,109,2016,35-39,other,male,3
6407,109,2016,35-39,other,female,2
6408,109,2016,40-44,white,male,166
6409,109,2016,40-44,white,female,185
6410,109,2016,40-44,black,male,82
6411,109,2016,40-44,black,female,96
6412,109,2016,40-44,asia-pi,male,1
6413,109,2016,40-44,asia-pi,female,8
6414,109,2016,40-44,hisp-lt,male,47
6415,109,2016,40-44,hisp-lt,female,27
6416,109,2016,40-44,native-am,male,1
6417,109,2016,40-44,native-am,female,0
6418,109,2016,40-44,other,male,2
6419,109,2016,40-44,other,female,2
6420,109,2016,45-49,white,male,179
6421,109,2016,45-49,white,female,164
6422,109,2016,45-49,black,male,100
6423,109,2016,45-49,black,female,102
6424,109,2016,45-49,asia-pi,male,4
6425,109,2016,45-49,asia-pi,female,5
6426,109,2016,45-49,hisp-lt,male,35
6427,109,2016,45-49,hisp-lt,female,28
6428,109,2016,45-49,native-am,male,1
6429,109,2016,45-49,native-am,female,1
6430,109,2016,45-49,other,male,1
6431,109,2016,45-49,other,female,2
6432,109,2016,50-54,white,male,211
6433,109,2016,50-54,white,female,230
6434,109,2016,50-54,black,male,74
6435,109,2016,50-54,black,female,111
6436,109,2016,50-54,asia-pi,male,4
6437,109,2016,50-54,asia-pi,female,3
6438,109,2016,50-54,hisp-lt,male,32
6439,109,2016,50-54,hisp-lt,female,23
6440,109,2016,50-54,native-am,male,0
6441,109,2016,50-54,native-am,female,1
6442,109,2016,50-54,other,male,0
6443,109,2016,50-54,other,female,1
6444,109,2016,55-59,white,male,255
6445,109,2016,55-59,white,female,257
6446,109,2016,55-59,black,male,78
6447,109,2016,55-59,black,female,92
6448,109,2016,55-59,asia-pi,male,3
6449,109,2016,55-59,asia-pi,female,0
6450,109,2016,55-59,hisp-lt,male,16
6451,109,2016,55-59,hisp-lt,female,12
6452,109,2016,55-59,native-am,male,5
6453,109,2016,55-59,native-am,female,1
6454,109,2016,55-59,other,male,0
6455,109,2016,55-59,other,female,1
6456,109,2016,60-64,white,male,178
6457,109,2016,60-64,white,female,199
6458,109,2016,60-64,black,male,87
6459,109,2016,60-64,black,female,109
6460,109,2016,60-64,asia-pi,male,2
6461,109,2016,60-64,asia-pi,female,3
6462,109,2016,60-64,hisp-lt,male,14
6463,109,2016,60-64,hisp-lt,female,6
6464,109,2016,60-64,native-am,male,1
6465,109,2016,60-64,native-am,female,0
6466,109,2016,60-64,other,male,1
6467,109,2016,60-64,other,female,2
6468,109,2016,65+,white,male,538
6469,109,2016,65+,white,female,673
6470,109,2016,65+,black,male,138
6471,109,2016,65+,black,female,249
6472,109,2016,65+,asia-pi,male,2
6473,109,2016,65+,asia-pi,female,6
6474,109,2016,65+,hisp-lt,male,27
6475,109,2016,65+,hisp-lt,female,21
6476,109,2016,65+,native-am,male,1
6477,109,2016,65+,native-am,female,0
6478,109,2016,65+,other,male,4
6479,109,2016,65+,other,female,9
6480,111,2016,18-24,white,male,772
6481,111,2016,18-24,white,female,730
6482,111,2016,18-24,black,male,8
6483,111,2016,18-24,black,female,8
6484,111,2016,18-24,asia-pi,male,3
6485,111,2016,18-24,asia-pi,female,3
6486,111,2016,18-24,hisp-lt,male,30
6487,111,2016,18-24,hisp-lt,female,32
6488,111,2016,18-24,native-am,male,4
6489,111,2016,18-24,native-am,female,1
6490,111,2016,18-24,other,male,16
6491,111,2016,18-24,other,female,9
6492,111,2016,25-29,white,male,537
6493,111,2016,25-29,white,female,553
6494,111,2016,25-29,black,male,4
6495,111,2016,25-29,black,female,4
6496,111,2016,25-29,asia-pi,male,0
6497,111,2016,25-29,asia-pi,female,2
6498,111,2016,25-29,hisp-lt,male,19
6499,111,2016,25-29,hisp-lt,female,11
6500,111,2016,25-29,native-am,male,3
6501,111,2016,25-29,native-am,female,2
6502,111,2016,25-29,other,male,10
6503,111,2016,25-29,other,female,4
6504,111,2016,30-34,white,male,462
6505,111,2016,30-34,white,female,543
6506,111,2016,30-34,black,male,5
6507,111,2016,30-34,black,female,7
6508,111,2016,30-34,asia-pi,male,2
6509,111,2016,30-34,asia-pi,female,3
6510,111,2016,30-34,hisp-lt,male,16
6511,111,2016,30-34,hisp-lt,female,13
6512,111,2016,30-34,native-am,male,3
6513,111,2016,30-34,native-am,female,2
6514,111,2016,30-34,other,male,5
6515,111,2016,30-34,other,female,11
6516,111,2016,35-39,white,male,560
6517,111,2016,35-39,white,female,553
6518,111,2016,35-39,black,male,7
6519,111,2016,35-39,black,female,5
6520,111,2016,35-39,asia-pi,male,2
6521,111,2016,35-39,asia-pi,female,1
6522,111,2016,35-39,hisp-lt,male,24
6523,111,2016,35-39,hisp-lt,female,24
6524,111,2016,35-39,native-am,male,1
6525,111,2016,35-39,native-am,female,1
6526,111,2016,35-39,other,male,6
6527,111,2016,35-39,other,female,8
6528,111,2016,40-44,white,male,572
6529,111,2016,40-44,white,female,577
6530,111,2016,40-44,black,male,12
6531,111,2016,40-44,black,female,5
6532,111,2016,40-44,asia-pi,male,6
6533,111,2016,40-44,asia-pi,female,7
6534,111,2016,40-44,hisp-lt,male,18
6535,111,2016,40-44,hisp-lt,female,12
6536,111,2016,40-44,native-am,male,2
6537,111,2016,40-44,native-am,female,1
6538,111,2016,40-44,other,male,9
6539,111,2016,40-44,other,female,5
6540,111,2016,45-49,white,male,652
6541,111,2016,45-49,white,female,740
6542,111,2016,45-49,black,male,7
6543,111,2016,45-49,black,female,3
6544,111,2016,45-49,asia-pi,male,7
6545,111,2016,45-49,asia-pi,female,2
6546,111,2016,45-49,hisp-lt,male,14
6547,111,2016,45-49,hisp-lt,female,13
6548,111,2016,45-49,native-am,male,1
6549,111,2016,45-49,native-am,female,0
6550,111,2016,45-49,other,male,7
6551,111,2016,45-49,other,female,2
6552,111,2016,50-54,white,male,776
6553,111,2016,50-54,white,female,867
6554,111,2016,50-54,black,male,8
6555,111,2016,50-54,black,female,10
6556,111,2016,50-54,asia-pi,male,3
6557,111,2016,50-54,asia-pi,female,5
6558,111,2016,50-54,hisp-lt,male,14
6559,111,2016,50-54,hisp-lt,female,23
6560,111,2016,50-54,native-am,male,2
6561,111,2016,50-54,native-am,female,4
6562,111,2016,50-54,other,male,5
6563,111,2016,50-54,other,female,5
6564,111,2016,55-59,white,male,989
6565,111,2016,55-59,white,female,1060
6566,111,2016,55-59,black,male,9
6567,111,2016,55-59,black,female,8
6568,111,2016,55-59,asia-pi,male,3
6569,111,2016,55-59,asia-pi,female,4
6570,111,2016,55-59,hisp-lt,male,18
6571,111,2016,55-59,hisp-lt,female,19
6572,111,2016,55-59,native-am,male,7
6573,111,2016,55-59,native-am,female,7
6574,111,2016,55-59,other,male,10
6575,111,2016,55-59,other,female,18
6576,111,2016,60-64,white,male,1000
6577,111,2016,60-64,white,female,1239
6578,111,2016,60-64,black,male,3
6579,111,2016,60-64,black,female,5
6580,111,2016,60-64,asia-pi,male,0
6581,111,2016,60-64,asia-pi,female,4
6582,111,2016,60-64,hisp-lt,male,11
6583,111,2016,60-64,hisp-lt,female,6
6584,111,2016,60-64,native-am,male,4
6585,111,2016,60-64,native-am,female,7
6586,111,2016,60-64,other,male,9
6587,111,2016,60-64,other,female,7
6588,111,2016,65+,white,male,3204
6589,111,2016,65+,white,female,3523
6590,111,2016,65+,black,male,12
6591,111,2016,65+,black,female,12
6592,111,2016,65+,asia-pi,male,31
6593,111,2016,65+,asia-pi,female,12
6594,111,2016,65+,hisp-lt,male,35
6595,111,2016,65+,hisp-lt,female,25
6596,111,2016,65+,native-am,male,11
6597,111,2016,65+,native-am,female,10
6598,111,2016,65+,other,male,25
6599,111,2016,65+,other,female,29
6600,113,2016,18-24,white,male,3167
6601,113,2016,18-24,white,female,2974
6602,113,2016,18-24,black,male,1388
6603,113,2016,18-24,black,female,1368
6604,113,2016,18-24,asia-pi,male,202
6605,113,2016,18-24,asia-pi,female,231
6606,113,2016,18-24,hisp-lt,male,454
6607,113,2016,18-24,hisp-lt,female,453
6608,113,2016,18-24,native-am,male,18
6609,113,2016,18-24,native-am,female,14
6610,113,2016,18-24,other,male,163
6611,113,2016,18-24,other,female,141
6612,113,2016,25-29,white,male,1390
6613,113,2016,25-29,white,female,1282
6614,113,2016,25-29,black,male,578
6615,113,2016,25-29,black,female,596
6616,113,2016,25-29,asia-pi,male,160
6617,113,2016,25-29,asia-pi,female,131
6618,113,2016,25-29,hisp-lt,male,205
6619,113,2016,25-29,hisp-lt,female,197
6620,113,2016,25-29,native-am,male,5
6621,113,2016,25-29,native-am,female,11
6622,113,2016,25-29,other,male,45
6623,113,2016,25-29,other,female,36
6624,113,2016,30-34,white,male,1381
6625,113,2016,30-34,white,female,1399
6626,113,2016,30-34,black,male,475
6627,113,2016,30-34,black,female,607
6628,113,2016,30-34,asia-pi,male,162
6629,113,2016,30-34,asia-pi,female,195
6630,113,2016,30-34,hisp-lt,male,235
6631,113,2016,30-34,hisp-lt,female,256
6632,113,2016,30-34,native-am,male,8
6633,113,2016,30-34,native-am,female,7
6634,113,2016,30-34,other,male,35
6635,113,2016,30-34,other,female,35
6636,113,2016,35-39,white,male,1530
6637,113,2016,35-39,white,female,1636
6638,113,2016,35-39,black,male,584
6639,113,2016,35-39,black,female,771
6640,113,2016,35-39,asia-pi,male,235
6641,113,2016,35-39,asia-pi,female,228
6642,113,2016,35-39,hisp-lt,male,304
6643,113,2016,35-39,hisp-lt,female,258
6644,113,2016,35-39,native-am,male,10
6645,113,2016,35-39,native-am,female,8
6646,113,2016,35-39,other,male,39
6647,113,2016,35-39,other,female,59
6648,113,2016,40-44,white,male,1798
6649,113,2016,40-44,white,female,1977
6650,113,2016,40-44,black,male,756
6651,113,2016,40-44,black,female,933
6652,113,2016,40-44,asia-pi,male,215
6653,113,2016,40-44,asia-pi,female,297
6654,113,2016,40-44,hisp-lt,male,317
6655,113,2016,40-44,hisp-lt,female,303
6656,113,2016,40-44,native-am,male,10
